funding_timestamp,funding_rate,symbol,source
2024-05-30T08:00:00Z,0.0002212455501151,BTCUSDT,okx
2024-05-30T16:00:00Z,6.91803754514e-05,BTCUSDT,okx
2024-05-31T00:00:00Z,0.0001308290724599,BTCUSDT,okx
2024-05-31T08:00:00Z,9.49898401175e-05,BTCUSDT,okx
2024-05-31T16:00:00Z,0.000120466924108,BTCUSDT,okx
2024-06-01T00:00:00Z,8.40800638395e-05,BTCUSDT,okx
2024-06-01T08:00:00Z,6.79386951527e-05,BTCUSDT,okx
2024-06-01T16:00:00Z,0.0001329021073934,BTCUSDT,okx
2024-06-02T00:00:00Z,0.0001329328595062,BTCUSDT,okx
2024-06-02T08:00:00Z,0.0001232292750371,BTCUSDT,okx
2024-06-02T16:00:00Z,9.54881343087e-05,BTCUSDT,okx
2024-06-03T00:00:00Z,4.5351083769e-05,BTCUSDT,okx
2024-06-03T08:00:00Z,0.0001796810563496,BTCUSDT,okx
2024-06-03T16:00:00Z,0.0001329453876718,BTCUSDT,okx
2024-06-04T00:00:00Z,0.0002613847460125,BTCUSDT,okx
2024-06-04T08:00:00Z,0.0001482905622172,BTCUSDT,okx
2024-06-04T16:00:00Z,0.0001412152032784,BTCUSDT,okx
2024-06-05T00:00:00Z,0.0001985915035644,BTCUSDT,okx
2024-06-05T08:00:00Z,0.0001214309369993,BTCUSDT,okx
2024-06-05T16:00:00Z,3.63232299646e-05,BTCUSDT,okx
2024-06-06T00:00:00Z,0.0001520700945293,BTCUSDT,okx
2024-06-06T08:00:00Z,0.0002348843752712,BTCUSDT,okx
2024-06-06T16:00:00Z,6.8546406687e-05,BTCUSDT,okx
2024-06-07T00:00:00Z,0.0001299782031443,BTCUSDT,okx
2024-06-07T08:00:00Z,0.0001292429691688,BTCUSDT,okx
2024-06-07T16:00:00Z,5.46473002671e-05,BTCUSDT,okx
2024-06-08T00:00:00Z,0.0001655157984846,BTCUSDT,okx
2024-06-08T08:00:00Z,0.0001263477904834,BTCUSDT,okx
2024-06-08T16:00:00Z,3.09100392784e-05,BTCUSDT,okx
2024-06-09T00:00:00Z,9.02365997414e-05,BTCUSDT,okx
2024-06-09T08:00:00Z,2.42028300804e-05,BTCUSDT,okx
2024-06-09T16:00:00Z,1.40037513781e-05,BTCUSDT,okx
2024-06-10T00:00:00Z,6.81659973008e-05,BTCUSDT,okx
2024-06-10T08:00:00Z,2.64011793395e-05,BTCUSDT,okx
2024-06-10T16:00:00Z,-3.20213505152e-05,BTCUSDT,okx
2024-06-11T00:00:00Z,-4.59598035338e-05,BTCUSDT,okx
2024-06-11T08:00:00Z,0.0001001091895514,BTCUSDT,okx
2024-06-11T16:00:00Z,1.6153242259e-06,BTCUSDT,okx
2024-06-12T00:00:00Z,7.33358153446e-05,BTCUSDT,okx
2024-06-12T08:00:00Z,5.11015683514e-05,BTCUSDT,okx
2024-06-12T16:00:00Z,-7.8332982132e-05,BTCUSDT,okx
2024-06-13T00:00:00Z,2.01647950474e-05,BTCUSDT,okx
2024-06-13T08:00:00Z,3.59426032197e-05,BTCUSDT,okx
2024-06-13T16:00:00Z,4.6452791833e-05,BTCUSDT,okx
2024-06-14T00:00:00Z,3.173940261e-06,BTCUSDT,okx
2024-06-14T08:00:00Z,2.16992622351e-05,BTCUSDT,okx
2024-06-14T16:00:00Z,8.76187074667e-05,BTCUSDT,okx
2024-06-15T00:00:00Z,4.85072721508e-05,BTCUSDT,okx
2024-06-15T08:00:00Z,3.64274338945e-05,BTCUSDT,okx
2024-06-15T16:00:00Z,5.5616606889e-06,BTCUSDT,okx
2024-06-16T00:00:00Z,4.0037602242e-05,BTCUSDT,okx
2024-06-16T08:00:00Z,3.56940300456e-05,BTCUSDT,okx
2024-06-16T16:00:00Z,4.53360585002e-05,BTCUSDT,okx
2024-06-17T00:00:00Z,-5.55766329381e-05,BTCUSDT,okx
2024-06-17T08:00:00Z,-4.16144761616e-05,BTCUSDT,okx
2024-06-17T16:00:00Z,-9.5933030458e-06,BTCUSDT,okx
2024-06-18T00:00:00Z,3.05407851741e-05,BTCUSDT,okx
2024-06-18T08:00:00Z,0.0001084176308125,BTCUSDT,okx
2024-06-18T16:00:00Z,-2.53989962811e-05,BTCUSDT,okx
2024-06-19T00:00:00Z,2.11154016668e-05,BTCUSDT,okx
2024-06-19T08:00:00Z,3.30073591102e-05,BTCUSDT,okx
2024-06-19T16:00:00Z,-3.5392354667e-05,BTCUSDT,okx
2024-06-20T00:00:00Z,-6.8427037799e-06,BTCUSDT,okx
2024-06-20T08:00:00Z,8.80278315067e-05,BTCUSDT,okx
2024-06-20T16:00:00Z,3.8303107905e-05,BTCUSDT,okx
2024-06-21T00:00:00Z,7.80289403075e-05,BTCUSDT,okx
2024-06-21T08:00:00Z,3.09111208604e-05,BTCUSDT,okx
2024-06-21T16:00:00Z,8.02208888924e-05,BTCUSDT,okx
2024-06-22T00:00:00Z,3.84895219241e-05,BTCUSDT,okx
2024-06-22T08:00:00Z,5.11755946387e-05,BTCUSDT,okx
2024-06-22T16:00:00Z,-2.1674860729e-06,BTCUSDT,okx
2024-06-23T00:00:00Z,-5.02295554723e-05,BTCUSDT,okx
2024-06-23T08:00:00Z,5.71885961913e-05,BTCUSDT,okx
2024-06-23T16:00:00Z,3.80818471154e-05,BTCUSDT,okx
2024-06-24T00:00:00Z,3.40587438258e-05,BTCUSDT,okx
2024-06-24T08:00:00Z,4.13478998601e-05,BTCUSDT,okx
2024-06-24T16:00:00Z,3.62936331898e-05,BTCUSDT,okx
2024-06-25T00:00:00Z,4.37105159908e-05,BTCUSDT,okx
2024-06-25T08:00:00Z,1.66310285726e-05,BTCUSDT,okx
2024-06-25T16:00:00Z,-1.88573358806e-05,BTCUSDT,okx
2024-06-26T00:00:00Z,-3.14683840768e-05,BTCUSDT,okx
2024-06-26T08:00:00Z,3.1627957449e-06,BTCUSDT,okx
2024-06-26T16:00:00Z,-4.38656297411e-05,BTCUSDT,okx
2024-06-27T00:00:00Z,-1.32508842401e-05,BTCUSDT,okx
