instrument,contract_type,funding_rate,real_funding_rate,funding_time,date
1INCH-USD-SWAP,SWAP,-0.0002158397092917,0.000314319703148,2024-09-23 00:00:00+00:00,2024-09-23
1INCH-USD-SWAP,SWAP,0.0003101857010334,-0.0003036658092678,2024-09-23 08:00:00+00:00,2024-09-23
1INCH-USD-SWAP,SWAP,-0.000300634507866,1.43194155042e-05,2024-09-23 16:00:00+00:00,2024-09-23
1INCH-USDT-SWAP,SWAP,1.53017349941e-05,0.0001330557830773,2024-09-23 00:00:00+00:00,2024-09-23
1INCH-USDT-SWAP,SWAP,0.0001307848537213,-0.0002133133835861,2024-09-23 08:00:00+00:00,2024-09-23
1INCH-USDT-SWAP,SWAP,-0.000211037332189,-2.61124090431e-05,2024-09-23 16:00:00+00:00,2024-09-23
AAVE-USDT-SWAP,SWAP,5.31686458282e-05,0.0001401810559994,2024-09-23 16:00:00+00:00,2024-09-23
AAVE-USDT-SWAP,SWAP,-1.89942647774e-05,1.77914442614e-05,2024-09-23 00:00:00+00:00,2024-09-23
AAVE-USDT-SWAP,SWAP,1.66009211062e-05,5.2262035419e-05,2024-09-23 08:00:00+00:00,2024-09-23
ACE-USDT-SWAP,SWAP,-5.82570937416e-05,1.21105979706e-05,2024-09-23 00:00:00+00:00,2024-09-23
ACE-USDT-SWAP,SWAP,-0.0001099112447208,-5.9224395981e-06,2024-09-23 16:00:00+00:00,2024-09-23
ACE-USDT-SWAP,SWAP,9.4805827149e-06,-0.0001116826398652,2024-09-23 08:00:00+00:00,2024-09-23
ACH-USDT-SWAP,SWAP,-0.0001346416919952,5.51005765156e-05,2024-09-23 16:00:00+00:00,2024-09-23
ACH-USDT-SWAP,SWAP,-0.0002142142639003,-2.07543912698e-05,2024-09-23 00:00:00+00:00,2024-09-23
ACH-USDT-SWAP,SWAP,-2.18303291506e-05,-0.0001346482397546,2024-09-23 08:00:00+00:00,2024-09-23
ADA-USD-SWAP,SWAP,3.31422832296e-05,5.9298079191e-05,2024-09-23 00:00:00+00:00,2024-09-23
ADA-USD-SWAP,SWAP,5.75158155953e-05,7.90779998741e-05,2024-09-23 08:00:00+00:00,2024-09-23
ADA-USD-SWAP,SWAP,8.02724269536e-05,2.27173473497e-05,2024-09-23 16:00:00+00:00,2024-09-23
ADA-USDT-SWAP,SWAP,9.95097171687e-05,5.67850216806e-05,2024-09-23 08:00:00+00:00,2024-09-23
ADA-USDT-SWAP,SWAP,5.73808741426e-05,0.0001275489155479,2024-09-23 16:00:00+00:00,2024-09-23
ADA-USDT-SWAP,SWAP,0.000128400795256,0.0001001039772603,2024-09-23 00:00:00+00:00,2024-09-23
AEVO-USDT-SWAP,SWAP,-2.88327467391e-05,3.35977240278e-05,2024-09-23 00:00:00+00:00,2024-09-23
AEVO-USDT-SWAP,SWAP,3.24381583281e-05,-0.0001178664805292,2024-09-23 08:00:00+00:00,2024-09-23
AEVO-USDT-SWAP,SWAP,-0.0001161955881368,0.0001985366708279,2024-09-23 16:00:00+00:00,2024-09-23
AGLD-USDT-SWAP,SWAP,-0.0003059504069969,-0.0002058720422292,2024-09-23 00:00:00+00:00,2024-09-23
AGLD-USDT-SWAP,SWAP,-0.0002072313659019,-0.0001442838442745,2024-09-23 08:00:00+00:00,2024-09-23
AGLD-USDT-SWAP,SWAP,-0.0001438238174172,-4.87316985154e-05,2024-09-23 16:00:00+00:00,2024-09-23
AIDOGE-USDT-SWAP,SWAP,1.06887584334e-05,-0.0004095166102133,2024-09-23 08:00:00+00:00,2024-09-23
AIDOGE-USDT-SWAP,SWAP,-0.0004125789533332,7.13400649974e-05,2024-09-23 16:00:00+00:00,2024-09-23
AIDOGE-USDT-SWAP,SWAP,0.0001826025440013,1.45617421158e-05,2024-09-23 00:00:00+00:00,2024-09-23
ALGO-USD-SWAP,SWAP,-7.708793356e-05,6.76447088907e-05,2024-09-23 00:00:00+00:00,2024-09-23
ALGO-USD-SWAP,SWAP,6.68436608822e-05,4.6704620802e-06,2024-09-23 08:00:00+00:00,2024-09-23
ALGO-USD-SWAP,SWAP,5.4655945666e-06,0.0003627055975124,2024-09-23 16:00:00+00:00,2024-09-23
ALGO-USDT-SWAP,SWAP,-0.0001432452356098,0.000145085869992,2024-09-23 00:00:00+00:00,2024-09-23
ALGO-USDT-SWAP,SWAP,4.1481006826e-05,0.0001211004610368,2024-09-23 16:00:00+00:00,2024-09-23
ALGO-USDT-SWAP,SWAP,0.0001435111084559,4.14774089065e-05,2024-09-23 08:00:00+00:00,2024-09-23
ALPHA-USDT-SWAP,SWAP,-2.27367938741e-05,-0.00022056903552,2024-09-23 00:00:00+00:00,2024-09-23
ALPHA-USDT-SWAP,SWAP,-0.0002209058380729,-0.0001659717901002,2024-09-23 08:00:00+00:00,2024-09-23
ALPHA-USDT-SWAP,SWAP,-0.0001673477565599,7.54718647009e-05,2024-09-23 16:00:00+00:00,2024-09-23
APE-USDT-SWAP,SWAP,7.3339666632e-06,-5.17700157075e-05,2024-09-23 08:00:00+00:00,2024-09-23
APE-USDT-SWAP,SWAP,-5.23057311093e-05,-2.66553457005e-05,2024-09-23 16:00:00+00:00,2024-09-23
APE-USDT-SWAP,SWAP,-6.36445878589e-05,7.5995042739e-06,2024-09-23 00:00:00+00:00,2024-09-23
API3-USDT-SWAP,SWAP,-0.0002617992959279,-0.000143001666991,2024-09-23 00:00:00+00:00,2024-09-23
API3-USDT-SWAP,SWAP,-0.0001443428260978,-0.0002961139329149,2024-09-23 08:00:00+00:00,2024-09-23
API3-USDT-SWAP,SWAP,-0.0002961117438957,2.19464493471e-05,2024-09-23 16:00:00+00:00,2024-09-23
APT-USDT-SWAP,SWAP,0.0001012520924525,2.38960471238e-05,2024-09-23 00:00:00+00:00,2024-09-23
APT-USDT-SWAP,SWAP,2.45039682053e-05,1.8284813198e-05,2024-09-23 08:00:00+00:00,2024-09-23
APT-USDT-SWAP,SWAP,1.83033991443e-05,4.96283634116e-05,2024-09-23 16:00:00+00:00,2024-09-23
AR-USDT-SWAP,SWAP,6.66431536689e-05,0.0001726740738405,2024-09-23 00:00:00+00:00,2024-09-23
AR-USDT-SWAP,SWAP,0.0001714583079121,-7.54719461181e-05,2024-09-23 08:00:00+00:00,2024-09-23
AR-USDT-SWAP,SWAP,-7.45060122012e-05,0.0002012695744418,2024-09-23 16:00:00+00:00,2024-09-23
ARB-USDT-SWAP,SWAP,8.4996574666e-05,6.19094884095e-05,2024-09-23 08:00:00+00:00,2024-09-23
ARB-USDT-SWAP,SWAP,9.2783338651e-05,8.60401427181e-05,2024-09-23 00:00:00+00:00,2024-09-23
ARB-USDT-SWAP,SWAP,6.15640807526e-05,4.7531289955e-05,2024-09-23 16:00:00+00:00,2024-09-23
ATH-USDT-SWAP,SWAP,-0.0005669690471499,-0.0003944368613237,2024-09-23 16:00:00+00:00,2024-09-23
ATH-USDT-SWAP,SWAP,-0.00056306265922,-0.0005941894681675,2024-09-23 00:00:00+00:00,2024-09-23
ATH-USDT-SWAP,SWAP,-0.0005961703918811,-0.0005683121291059,2024-09-23 08:00:00+00:00,2024-09-23
ATOM-USD-SWAP,SWAP,7.97294693063e-05,-4.70951999491e-05,2024-09-23 00:00:00+00:00,2024-09-23
ATOM-USD-SWAP,SWAP,-4.77675219885e-05,-6.67258954654e-05,2024-09-23 08:00:00+00:00,2024-09-23
ATOM-USD-SWAP,SWAP,-6.76323822315e-05,1.09025648701e-05,2024-09-23 16:00:00+00:00,2024-09-23
ATOM-USDT-SWAP,SWAP,9.6197351705e-05,-2.88213255337e-05,2024-09-23 08:00:00+00:00,2024-09-23
ATOM-USDT-SWAP,SWAP,4.64204685635e-05,9.61937634055e-05,2024-09-23 00:00:00+00:00,2024-09-23
ATOM-USDT-SWAP,SWAP,-3.06343978221e-05,2.31027613355e-05,2024-09-23 16:00:00+00:00,2024-09-23
AUCTION-USDT-SWAP,SWAP,-0.0002284171312292,7.793088142e-06,2024-09-23 00:00:00+00:00,2024-09-23
AUCTION-USDT-SWAP,SWAP,-2.9531272418e-06,-1.31983826332e-05,2024-09-23 08:00:00+00:00,2024-09-23
AUCTION-USDT-SWAP,SWAP,-1.3326715648e-05,0.0001454909989549,2024-09-23 16:00:00+00:00,2024-09-23
AUCTION-USDT-SWAP,SWAP,-1.25991639518e-05,-1.25991639518e-05,2024-09-23 12:00:00+00:00,2024-09-23
AUCTION-USDT-SWAP,SWAP,-5.71669219579e-05,-5.71669219579e-05,2024-09-23 20:00:00+00:00,2024-09-23
AUCTION-USDT-SWAP,SWAP,0.0001193105078679,0.0001193105078679,2024-09-23 04:00:00+00:00,2024-09-23
AVAX-USD-SWAP,SWAP,3.4240974531e-06,0.0001597322530304,2024-09-23 00:00:00+00:00,2024-09-23
AVAX-USD-SWAP,SWAP,0.0001584980141338,1.92044951648e-05,2024-09-23 08:00:00+00:00,2024-09-23
AVAX-USD-SWAP,SWAP,1.97149238783e-05,7.57734363282e-05,2024-09-23 16:00:00+00:00,2024-09-23
AVAX-USDT-SWAP,SWAP,-4.66145268396e-05,0.0001050972099309,2024-09-23 00:00:00+00:00,2024-09-23
AVAX-USDT-SWAP,SWAP,0.00010440890139,-7.6624958168e-06,2024-09-23 08:00:00+00:00,2024-09-23
AVAX-USDT-SWAP,SWAP,-7.5067871089e-06,-3.87025522863e-05,2024-09-23 16:00:00+00:00,2024-09-23
AXS-USDT-SWAP,SWAP,-0.0003581433171236,-1.74607320781e-05,2024-09-23 00:00:00+00:00,2024-09-23
AXS-USDT-SWAP,SWAP,-0.0002324157556769,1.83511451006e-05,2024-09-23 16:00:00+00:00,2024-09-23
AXS-USDT-SWAP,SWAP,-2.08687934343e-05,-0.0002341368902656,2024-09-23 08:00:00+00:00,2024-09-23
BADGER-USDT-SWAP,SWAP,0.0001796053781389,-0.000332612882523,2024-09-23 08:00:00+00:00,2024-09-23
BADGER-USDT-SWAP,SWAP,-0.0003294178975868,0.0003322358063561,2024-09-23 16:00:00+00:00,2024-09-23
BADGER-USDT-SWAP,SWAP,-3.02468179157e-05,0.0001827982143506,2024-09-23 00:00:00+00:00,2024-09-23
BAL-USDT-SWAP,SWAP,-4.8767789858e-05,1.35865198987e-05,2024-09-23 00:00:00+00:00,2024-09-23
BAL-USDT-SWAP,SWAP,1.15969061432e-05,0.0002520296307464,2024-09-23 16:00:00+00:00,2024-09-23
BAL-USDT-SWAP,SWAP,9.8906006326e-06,7.9044012907e-06,2024-09-23 08:00:00+00:00,2024-09-23
BAND-USDT-SWAP,SWAP,0.0001668047327723,6.346322104e-07,2024-09-23 16:00:00+00:00,2024-09-23
BAND-USDT-SWAP,SWAP,-0.0002415653731258,0.0003519845147294,2024-09-23 00:00:00+00:00,2024-09-23
BAND-USDT-SWAP,SWAP,0.0003452159849308,0.0001667818438775,2024-09-23 08:00:00+00:00,2024-09-23
BAT-USDT-SWAP,SWAP,-7.68545362778e-05,8.3072173283e-06,2024-09-23 00:00:00+00:00,2024-09-23
