instrument,contract_type,funding_rate,real_funding_rate,funding_time,date
1INCH-USD-SWAP,SWAP,0.0002568107102907,0.000211352830679,2024-10-15 08:00:00+00:00,2024-10-15
1INCH-USD-SWAP,SWAP,0.0002113519830996,0.0003954522353988,2024-10-15 16:00:00+00:00,2024-10-15
1INCH-USD-SWAP,SWAP,0.00049059055473,0.0002568618471586,2024-10-15 00:00:00+00:00,2024-10-15
1INCH-USDT-SWAP,SWAP,0.0002100951588359,0.0001719856422376,2024-10-15 00:00:00+00:00,2024-10-15
1INCH-USDT-SWAP,SWAP,0.0001711933347669,0.0001149301466313,2024-10-15 08:00:00+00:00,2024-10-15
1INCH-USDT-SWAP,SWAP,0.0001164629955195,0.0002523975744,2024-10-15 16:00:00+00:00,2024-10-15
AAVE-USDT-SWAP,SWAP,0.0001051524519125,5.23373424965e-05,2024-10-15 00:00:00+00:00,2024-10-15
AAVE-USDT-SWAP,SWAP,5.26567741637e-05,7.99082645955e-05,2024-10-15 08:00:00+00:00,2024-10-15
AAVE-USDT-SWAP,SWAP,7.96527388588e-05,0.00021290624475,2024-10-15 16:00:00+00:00,2024-10-15
ACE-USDT-SWAP,SWAP,0.0002829043118847,0.0001538414179478,2024-10-15 00:00:00+00:00,2024-10-15
ACE-USDT-SWAP,SWAP,0.0001533783371562,-5.9078454253e-06,2024-10-15 08:00:00+00:00,2024-10-15
ACE-USDT-SWAP,SWAP,-3.615424758e-06,0.0003070671774272,2024-10-15 16:00:00+00:00,2024-10-15
ACH-USDT-SWAP,SWAP,2.04523990469e-05,-1.67081618403e-05,2024-10-15 00:00:00+00:00,2024-10-15
ACH-USDT-SWAP,SWAP,-1.82846622723e-05,0.0001069596175737,2024-10-15 08:00:00+00:00,2024-10-15
ACH-USDT-SWAP,SWAP,0.000110059024401,0.0002272067509312,2024-10-15 16:00:00+00:00,2024-10-15
ADA-USD-SWAP,SWAP,9.80218458138e-05,0.000283295354031,2024-10-15 00:00:00+00:00,2024-10-15
ADA-USD-SWAP,SWAP,0.0002815558924334,0.000229715497112,2024-10-15 08:00:00+00:00,2024-10-15
ADA-USD-SWAP,SWAP,0.0002342979510757,0.0003674089636117,2024-10-15 16:00:00+00:00,2024-10-15
ADA-USDT-SWAP,SWAP,2.9904011314e-05,3.44444077629e-05,2024-10-15 00:00:00+00:00,2024-10-15
ADA-USDT-SWAP,SWAP,3.55976650317e-05,0.0002804755930205,2024-10-15 08:00:00+00:00,2024-10-15
ADA-USDT-SWAP,SWAP,0.0002816167410261,0.0003606295487783,2024-10-15 16:00:00+00:00,2024-10-15
AEVO-USDT-SWAP,SWAP,0.0001354320959513,2.73343036279e-05,2024-10-15 00:00:00+00:00,2024-10-15
AEVO-USDT-SWAP,SWAP,0.0001381163091787,0.0002876144727561,2024-10-15 16:00:00+00:00,2024-10-15
AEVO-USDT-SWAP,SWAP,2.73314623669e-05,0.0001358821351297,2024-10-15 08:00:00+00:00,2024-10-15
AGLD-USDT-SWAP,SWAP,-4.81316235899e-05,-2.73897474032e-05,2024-10-15 00:00:00+00:00,2024-10-15
AGLD-USDT-SWAP,SWAP,-2.83000791056e-05,2.32375049092e-05,2024-10-15 08:00:00+00:00,2024-10-15
AGLD-USDT-SWAP,SWAP,2.48072963939e-05,0.0003427949312775,2024-10-15 16:00:00+00:00,2024-10-15
AIDOGE-USDT-SWAP,SWAP,-0.0001112423904555,0.0002669474587194,2024-10-15 00:00:00+00:00,2024-10-15
AIDOGE-USDT-SWAP,SWAP,0.0004297842389397,0.0006745335289201,2024-10-15 16:00:00+00:00,2024-10-15
AIDOGE-USDT-SWAP,SWAP,0.0002657313283152,0.0004200445826819,2024-10-15 08:00:00+00:00,2024-10-15
ALGO-USD-SWAP,SWAP,0.0003833196658731,0.0004004137059488,2024-10-15 00:00:00+00:00,2024-10-15
ALGO-USD-SWAP,SWAP,0.0002942640823242,0.0002944760530949,2024-10-15 16:00:00+00:00,2024-10-15
ALGO-USD-SWAP,SWAP,0.0004012390986086,0.0002950986464764,2024-10-15 08:00:00+00:00,2024-10-15
ALGO-USDT-SWAP,SWAP,0.0001040373375952,0.0002434731999115,2024-10-15 00:00:00+00:00,2024-10-15
ALGO-USDT-SWAP,SWAP,0.0001305820852544,0.0001759010728233,2024-10-15 16:00:00+00:00,2024-10-15
ALGO-USDT-SWAP,SWAP,0.0002418151485142,0.0001289332053496,2024-10-15 08:00:00+00:00,2024-10-15
ALPHA-USDT-SWAP,SWAP,0.000333939287201,0.0002102008035847,2024-10-15 16:00:00+00:00,2024-10-15
ALPHA-USDT-SWAP,SWAP,4.14466651392e-05,0.0003339428384019,2024-10-15 08:00:00+00:00,2024-10-15
ALPHA-USDT-SWAP,SWAP,-3.46066774282e-05,4.17909038831e-05,2024-10-15 00:00:00+00:00,2024-10-15
APE-USDT-SWAP,SWAP,0.000112237145533,0.0001810369668725,2024-10-15 16:00:00+00:00,2024-10-15
APE-USDT-SWAP,SWAP,2.48363269394e-05,0.0001352786395699,2024-10-15 00:00:00+00:00,2024-10-15
APE-USDT-SWAP,SWAP,0.0001347308229925,0.0001114244321469,2024-10-15 08:00:00+00:00,2024-10-15
API3-USDT-SWAP,SWAP,0.0001113511853296,-0.0001016464028112,2024-10-15 00:00:00+00:00,2024-10-15
API3-USDT-SWAP,SWAP,-9.88494080041e-05,0.0001512490323587,2024-10-15 08:00:00+00:00,2024-10-15
API3-USDT-SWAP,SWAP,0.0001505504035887,9.17596587075e-05,2024-10-15 16:00:00+00:00,2024-10-15
APT-USDT-SWAP,SWAP,6.55518815117e-05,1.8039290889e-05,2024-10-15 00:00:00+00:00,2024-10-15
APT-USDT-SWAP,SWAP,1.81952084659e-05,0.0002312067221159,2024-10-15 08:00:00+00:00,2024-10-15
APT-USDT-SWAP,SWAP,0.0002313263605425,0.0002356291460283,2024-10-15 16:00:00+00:00,2024-10-15
AR-USDT-SWAP,SWAP,9.04395327113e-05,0.0001476965084334,2024-10-15 08:00:00+00:00,2024-10-15
AR-USDT-SWAP,SWAP,0.0001328026409607,8.86384120496e-05,2024-10-15 00:00:00+00:00,2024-10-15
AR-USDT-SWAP,SWAP,0.0001488693809752,0.0003413337317291,2024-10-15 16:00:00+00:00,2024-10-15
ARB-USDT-SWAP,SWAP,0.0001747496117611,1.30283312483e-05,2024-10-15 00:00:00+00:00,2024-10-15
ARB-USDT-SWAP,SWAP,1.45196765774e-05,0.0003089982697762,2024-10-15 08:00:00+00:00,2024-10-15
ARB-USDT-SWAP,SWAP,0.0003112061072873,0.0002520825087968,2024-10-15 16:00:00+00:00,2024-10-15
ATH-USDT-SWAP,SWAP,-0.0003660515979332,-0.0002379622848191,2024-10-15 08:00:00+00:00,2024-10-15
ATH-USDT-SWAP,SWAP,-0.0001955660752526,-0.0003658960704085,2024-10-15 00:00:00+00:00,2024-10-15
ATH-USDT-SWAP,SWAP,-0.0002372785315357,-0.0003109592556271,2024-10-15 16:00:00+00:00,2024-10-15
ATOM-USD-SWAP,SWAP,0.0003828646235943,0.0003663276009787,2024-10-15 08:00:00+00:00,2024-10-15
ATOM-USD-SWAP,SWAP,0.0003672486057706,0.0003896252307816,2024-10-15 16:00:00+00:00,2024-10-15
ATOM-USD-SWAP,SWAP,0.0001161472174225,0.0003819395199827,2024-10-15 00:00:00+00:00,2024-10-15
ATOM-USDT-SWAP,SWAP,-4.615389675e-06,-1.43956982658e-05,2024-10-15 00:00:00+00:00,2024-10-15
ATOM-USDT-SWAP,SWAP,-1.39355297631e-05,7.86207812576e-05,2024-10-15 08:00:00+00:00,2024-10-15
ATOM-USDT-SWAP,SWAP,7.86190916184e-05,9.59348668294e-05,2024-10-15 16:00:00+00:00,2024-10-15
AUCTION-USDT-SWAP,SWAP,0.0001664846277697,0.0001064941560456,2024-10-15 08:00:00+00:00,2024-10-15
AUCTION-USDT-SWAP,SWAP,0.0001513305723489,0.0001675357646428,2024-10-15 00:00:00+00:00,2024-10-15
