instrument,contract_type,funding_rate,real_funding_rate,funding_time,date
1INCH-USD-SWAP,SWAP,0.0001712879014472,0.0002326510807469,2024-06-12 00:00:00+00:00,2024-06-12
1INCH-USD-SWAP,SWAP,0.0002316826268105,0.0001270716564152,2024-06-12 08:00:00+00:00,2024-06-12
1INCH-USD-SWAP,SWAP,0.0001260463899751,0.0002465998684162,2024-06-12 16:00:00+00:00,2024-06-12
1INCH-USDT-SWAP,SWAP,3.98436863721e-05,6.00432459178e-05,2024-06-12 16:00:00+00:00,2024-06-12
1INCH-USDT-SWAP,SWAP,0.0001135941288794,0.0001511527242417,2024-06-12 00:00:00+00:00,2024-06-12
1INCH-USDT-SWAP,SWAP,0.0001481411811327,3.77932209874e-05,2024-06-12 08:00:00+00:00,2024-06-12
AAVE-USDT-SWAP,SWAP,7.63935863667e-05,-4.79457428127e-05,2024-06-12 00:00:00+00:00,2024-06-12
AAVE-USDT-SWAP,SWAP,-0.0001795645554705,-6.9678174519e-06,2024-06-12 16:00:00+00:00,2024-06-12
AAVE-USDT-SWAP,SWAP,-4.85445924434e-05,-0.0001789783817847,2024-06-12 08:00:00+00:00,2024-06-12
ACE-USDT-SWAP,SWAP,6.5272190048e-05,0.0002251095967066,2024-06-12 08:00:00+00:00,2024-06-12
ACE-USDT-SWAP,SWAP,0.0002225438805058,-1.99198561596e-05,2024-06-12 16:00:00+00:00,2024-06-12
ACE-USDT-SWAP,SWAP,0.0002507260577981,6.38752937365e-05,2024-06-12 00:00:00+00:00,2024-06-12
ACH-USDT-SWAP,SWAP,0.0001027995607715,6.06364591052e-05,2024-06-12 16:00:00+00:00,2024-06-12
ACH-USDT-SWAP,SWAP,1.01833767574e-05,0.0001019709258587,2024-06-12 08:00:00+00:00,2024-06-12
ACH-USDT-SWAP,SWAP,-3.0572973987e-05,1.26135451425e-05,2024-06-12 00:00:00+00:00,2024-06-12
ADA-USD-SWAP,SWAP,0.0001077015182742,0.0001409812790209,2024-06-12 00:00:00+00:00,2024-06-12
ADA-USD-SWAP,SWAP,0.0001385019247084,-0.0002103881863348,2024-06-12 08:00:00+00:00,2024-06-12
ADA-USD-SWAP,SWAP,-0.0002088908788854,0.0001889921460178,2024-06-12 16:00:00+00:00,2024-06-12
ADA-USDT-SWAP,SWAP,-9.30209945335e-05,3.97644500486e-05,2024-06-12 16:00:00+00:00,2024-06-12
ADA-USDT-SWAP,SWAP,7.90681759168e-05,6.24324796997e-05,2024-06-12 00:00:00+00:00,2024-06-12
ADA-USDT-SWAP,SWAP,6.14308192716e-05,-9.35231610638e-05,2024-06-12 08:00:00+00:00,2024-06-12
AEVO-USDT-SWAP,SWAP,3.36503269508e-05,4.23593213564e-05,2024-06-12 08:00:00+00:00,2024-06-12
AEVO-USDT-SWAP,SWAP,4.2355411933e-05,-1.11242898459e-05,2024-06-12 16:00:00+00:00,2024-06-12
AEVO-USDT-SWAP,SWAP,9.80495651821e-05,3.42513865147e-05,2024-06-12 00:00:00+00:00,2024-06-12
AGIX-USDT-SWAP,SWAP,0.0001637096163603,6.27602055003e-05,2024-06-12 16:00:00+00:00,2024-06-12
AGIX-USDT-SWAP,SWAP,0.0001094795061755,4.83238329295e-05,2024-06-12 00:00:00+00:00,2024-06-12
AGIX-USDT-SWAP,SWAP,4.82233173931e-05,0.0001633960907711,2024-06-12 08:00:00+00:00,2024-06-12
AGLD-USDT-SWAP,SWAP,-0.0002598354939091,1.46668831371e-05,2024-06-12 16:00:00+00:00,2024-06-12
AGLD-USDT-SWAP,SWAP,9.90838086049e-05,-0.0001683812118301,2024-06-12 00:00:00+00:00,2024-06-12
AGLD-USDT-SWAP,SWAP,-0.0001731332285441,-0.0002607672172245,2024-06-12 08:00:00+00:00,2024-06-12
AIDOGE-USDT-SWAP,SWAP,-0.0006391472287737,-0.0008750998714507,2024-06-12 16:00:00+00:00,2024-06-12
AIDOGE-USDT-SWAP,SWAP,-0.0005224640900927,-0.0006382562818211,2024-06-12 08:00:00+00:00,2024-06-12
AIDOGE-USDT-SWAP,SWAP,1.55608656809e-05,-0.0005354795820307,2024-06-12 00:00:00+00:00,2024-06-12
ALGO-USD-SWAP,SWAP,0.0002266589477951,9.55801236904e-05,2024-06-12 00:00:00+00:00,2024-06-12
ALGO-USD-SWAP,SWAP,9.23052553069e-05,-6.68498259105e-05,2024-06-12 08:00:00+00:00,2024-06-12
ALGO-USD-SWAP,SWAP,-6.42038314876e-05,0.0001907928067151,2024-06-12 16:00:00+00:00,2024-06-12
ALGO-USDT-SWAP,SWAP,-6.05335999963e-05,3.3718252948e-05,2024-06-12 16:00:00+00:00,2024-06-12
ALGO-USDT-SWAP,SWAP,1.60642792204e-05,-1.39343716563e-05,2024-06-12 00:00:00+00:00,2024-06-12
ALGO-USDT-SWAP,SWAP,-1.52396691775e-05,-6.18526305126e-05,2024-06-12 08:00:00+00:00,2024-06-12
