instrument,contract_type,funding_rate,real_funding_rate,funding_time,date
1INCH-USDT-SWAP,SWAP,0.0001,0.0001,2025-05-24 00:00:00+00:00,2025-05-24
1INCH-USDT-SWAP,SWAP,-0.000684389143772,0.0001,2025-05-24 00:00:00+00:00,2025-05-24
1INCH-USDT-SWAP,SWAP,0.0001,-8.2350637963e-06,2025-05-24 16:00:00+00:00,2025-05-24
1INCH-USDT-SWAP,SWAP,-0.0006954590776451,0.0001,2025-05-24 08:00:00+00:00,2025-05-24
1INCH-USDT-SWAP,SWAP,-0.0007003055446209,-8.2350637963e-06,2025-05-24 16:00:00+00:00,2025-05-24
1INCH-USDT-SWAP,SWAP,0.0001,0.0001,2025-05-24 08:00:00+00:00,2025-05-24
AAVE-USDT-SWAP,SWAP,0.0001,0.0001,2025-05-24 08:00:00+00:00,2025-05-24
AAVE-USDT-SWAP,SWAP,0.0001,0.0001,2025-05-24 16:00:00+00:00,2025-05-24
AAVE-USDT-SWAP,SWAP,-0.0005313503997155,0.0001,2025-05-24 16:00:00+00:00,2025-05-24
AAVE-USDT-SWAP,SWAP,7.52715468191e-05,0.0001,2025-05-24 00:00:00+00:00,2025-05-24
AAVE-USDT-SWAP,SWAP,-0.0004046568839113,0.0001,2025-05-24 08:00:00+00:00,2025-05-24
AAVE-USDT-SWAP,SWAP,-0.0005418215490379,0.0001,2025-05-24 00:00:00+00:00,2025-05-24
ACE-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 16:00:00+00:00,2025-05-24
ACE-USDT-SWAP,SWAP,-0.0018942993862426,5e-05,2025-05-24 16:00:00+00:00,2025-05-24
ACE-USDT-SWAP,SWAP,-0.0010691747066539,5e-05,2025-05-24 00:00:00+00:00,2025-05-24
ACE-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 08:00:00+00:00,2025-05-24
ACE-USDT-SWAP,SWAP,-0.0015310251067833,5e-05,2025-05-24 08:00:00+00:00,2025-05-24
ACE-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 00:00:00+00:00,2025-05-24
ACE-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 12:00:00+00:00,2025-05-24
ACE-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 20:00:00+00:00,2025-05-24
ACE-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 04:00:00+00:00,2025-05-24
ACH-USDT-SWAP,SWAP,5e-05,-1.48458506237e-05,2025-05-24 16:00:00+00:00,2025-05-24
ACH-USDT-SWAP,SWAP,-0.0009685370244142,-1.48458506237e-05,2025-05-24 16:00:00+00:00,2025-05-24
ACH-USDT-SWAP,SWAP,-1.610287563e-05,-1.610287563e-05,2025-05-24 12:00:00+00:00,2025-05-24
ACH-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 04:00:00+00:00,2025-05-24
ACH-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 20:00:00+00:00,2025-05-24
ACH-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 08:00:00+00:00,2025-05-24
ACH-USDT-SWAP,SWAP,-0.0007152675199537,5e-05,2025-05-24 08:00:00+00:00,2025-05-24
ACH-USDT-SWAP,SWAP,-0.0008808283449687,5e-05,2025-05-24 00:00:00+00:00,2025-05-24
ACH-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 00:00:00+00:00,2025-05-24
ACT-USDT-SWAP,SWAP,-0.0005479670714348,5e-05,2025-05-24 08:00:00+00:00,2025-05-24
ACT-USDT-SWAP,SWAP,-0.0005829431226104,5e-05,2025-05-24 16:00:00+00:00,2025-05-24
ACT-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 16:00:00+00:00,2025-05-24
ACT-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 20:00:00+00:00,2025-05-24
ACT-USDT-SWAP,SWAP,4.55887254851e-05,4.55887254851e-05,2025-05-24 12:00:00+00:00,2025-05-24
ACT-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 04:00:00+00:00,2025-05-24
ACT-USDT-SWAP,SWAP,-0.0003613485239066,5e-05,2025-05-24 00:00:00+00:00,2025-05-24
ACT-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 08:00:00+00:00,2025-05-24
ACT-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 00:00:00+00:00,2025-05-24
ADA-USD-SWAP,SWAP,-0.000483367297522,-6.45310786986e-05,2025-05-24 16:00:00+00:00,2025-05-24
ADA-USD-SWAP,SWAP,7.02645791727e-05,-6.45310786986e-05,2025-05-24 16:00:00+00:00,2025-05-24
ADA-USD-SWAP,SWAP,-0.0003324062861733,7.03586398117e-05,2025-05-24 08:00:00+00:00,2025-05-24
ADA-USD-SWAP,SWAP,0.0001,7.03586398117e-05,2025-05-24 08:00:00+00:00,2025-05-24
ADA-USD-SWAP,SWAP,0.0001,0.0001,2025-05-24 00:00:00+00:00,2025-05-24
ADA-USD-SWAP,SWAP,-0.0001073654748753,0.0001,2025-05-24 00:00:00+00:00,2025-05-24
ADA-USDT-SWAP,SWAP,0.0001,0.0001,2025-05-24 16:00:00+00:00,2025-05-24
ADA-USDT-SWAP,SWAP,-0.0001501044669191,0.0001,2025-05-24 00:00:00+00:00,2025-05-24
ADA-USDT-SWAP,SWAP,0.0001,0.0001,2025-05-24 00:00:00+00:00,2025-05-24
ADA-USDT-SWAP,SWAP,0.0001,0.0001,2025-05-24 08:00:00+00:00,2025-05-24
ADA-USDT-SWAP,SWAP,-0.0002963125022761,0.0001,2025-05-24 08:00:00+00:00,2025-05-24
ADA-USDT-SWAP,SWAP,-0.0003533061530968,0.0001,2025-05-24 16:00:00+00:00,2025-05-24
AEVO-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 20:00:00+00:00,2025-05-24
AEVO-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 04:00:00+00:00,2025-05-24
AEVO-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 12:00:00+00:00,2025-05-24
AEVO-USDT-SWAP,SWAP,-0.0006400171403094,5e-05,2025-05-24 08:00:00+00:00,2025-05-24
AEVO-USDT-SWAP,SWAP,5e-05,5e-05,2025-05-24 00:00:00+00:00,2025-05-24
