instrument,contract_type,funding_rate,real_funding_rate,funding_time,date
1INCH-USD-SWAP,SWAP,0.0008417929956993,0.0006941030642327,2024-12-06 00:00:00+00:00,2024-12-06
1INCH-USD-SWAP,SWAP,0.0007255376282355,0.0009388189591031,2024-12-06 16:00:00+00:00,2024-12-06
1INCH-USD-SWAP,SWAP,0.0006944986829007,0.0007251061993182,2024-12-06 08:00:00+00:00,2024-12-06
1INCH-USDT-SWAP,SWAP,0.000837506107285,0.0007156927144781,2024-12-06 16:00:00+00:00,2024-12-06
1INCH-USDT-SWAP,SWAP,0.0008706207161205,0.0007696579172934,2024-12-06 00:00:00+00:00,2024-12-06
1INCH-USDT-SWAP,SWAP,0.0007708469580301,0.0008382585024805,2024-12-06 08:00:00+00:00,2024-12-06
AAVE-USDT-SWAP,SWAP,0.0007399219958102,0.0006014244328755,2024-12-06 00:00:00+00:00,2024-12-06
AAVE-USDT-SWAP,SWAP,0.0006017208088131,0.0005071761969668,2024-12-06 08:00:00+00:00,2024-12-06
AAVE-USDT-SWAP,SWAP,0.000507061865112,0.0005566447084221,2024-12-06 16:00:00+00:00,2024-12-06
ACE-USDT-SWAP,SWAP,0.0007599707650508,0.0007054743397438,2024-12-06 00:00:00+00:00,2024-12-06
ACE-USDT-SWAP,SWAP,0.0007282986448351,0.0007671056197841,2024-12-06 16:00:00+00:00,2024-12-06
ACE-USDT-SWAP,SWAP,0.0007085305719359,0.0007298185681529,2024-12-06 08:00:00+00:00,2024-12-06
ACH-USDT-SWAP,SWAP,0.0009045821643467,0.0007366625185474,2024-12-06 00:00:00+00:00,2024-12-06
ACH-USDT-SWAP,SWAP,0.000693053980125,0.0008066994932712,2024-12-06 16:00:00+00:00,2024-12-06
ACH-USDT-SWAP,SWAP,0.0007355093306868,0.0006930872042026,2024-12-06 08:00:00+00:00,2024-12-06
ACT-USDT-SWAP,SWAP,0.0004631422278617,0.0006732576743786,2024-12-06 16:00:00+00:00,2024-12-06
ACT-USDT-SWAP,SWAP,0.0006175326702487,0.0006115435639469,2024-12-06 00:00:00+00:00,2024-12-06
ACT-USDT-SWAP,SWAP,0.0006114342168801,0.0004652576469751,2024-12-06 08:00:00+00:00,2024-12-06
ADA-USD-SWAP,SWAP,0.0008337698916429,0.0006933665368385,2024-12-06 08:00:00+00:00,2024-12-06
ADA-USD-SWAP,SWAP,0.0008508737214897,0.0008329146399152,2024-12-06 00:00:00+00:00,2024-12-06
ADA-USD-SWAP,SWAP,0.0006920173927691,0.0006949042989125,2024-12-06 16:00:00+00:00,2024-12-06
ADA-USDT-SWAP,SWAP,0.0006865565400502,0.0004736427650477,2024-12-06 08:00:00+00:00,2024-12-06
ADA-USDT-SWAP,SWAP,0.0004722928003067,0.000289999480995,2024-12-06 16:00:00+00:00,2024-12-06
ADA-USDT-SWAP,SWAP,0.00062145378669,0.0006860459299597,2024-12-06 00:00:00+00:00,2024-12-06
AEVO-USDT-SWAP,SWAP,0.0008907135181964,0.0006715569822575,2024-12-06 08:00:00+00:00,2024-12-06
AEVO-USDT-SWAP,SWAP,0.0007428744177207,0.0008895927135299,2024-12-06 00:00:00+00:00,2024-12-06
AEVO-USDT-SWAP,SWAP,0.0006710258573835,0.0007016332451044,2024-12-06 16:00:00+00:00,2024-12-06
AGLD-USDT-SWAP,SWAP,0.0004992487211731,0.0003639911913746,2024-12-06 08:00:00+00:00,2024-12-06
AGLD-USDT-SWAP,SWAP,0.0009086436234133,0.0004987852923724,2024-12-06 00:00:00+00:00,2024-12-06
AGLD-USDT-SWAP,SWAP,0.0003679088967645,0.0006919557598119,2024-12-06 16:00:00+00:00,2024-12-06
AIDOGE-USDT-SWAP,SWAP,0.0004186615950344,0.0004832672972217,2024-12-06 08:00:00+00:00,2024-12-06
AIDOGE-USDT-SWAP,SWAP,0.000483599140604,0.0009394660617593,2024-12-06 16:00:00+00:00,2024-12-06
AIDOGE-USDT-SWAP,SWAP,0.0008590300036258,0.0004153353565687,2024-12-06 00:00:00+00:00,2024-12-06
ALGO-USD-SWAP,SWAP,0.0007357301478267,0.0008938806683004,2024-12-06 08:00:00+00:00,2024-12-06
ALGO-USD-SWAP,SWAP,0.0008910374655648,0.0010320358336189,2024-12-06 16:00:00+00:00,2024-12-06
ALGO-USD-SWAP,SWAP,0.0008215125404163,0.0007315307280292,2024-12-06 00:00:00+00:00,2024-12-06
ALGO-USDT-SWAP,SWAP,0.0005541445954066,0.0007320707729438,2024-12-06 16:00:00+00:00,2024-12-06
ALGO-USDT-SWAP,SWAP,0.0008250076949298,0.000506790105107,2024-12-06 00:00:00+00:00,2024-12-06
ALGO-USDT-SWAP,SWAP,0.0005087864850047,0.0005545188025198,2024-12-06 08:00:00+00:00,2024-12-06
ALPHA-USDT-SWAP,SWAP,0.0005682192058967,0.0006547613257792,2024-12-06 08:00:00+00:00,2024-12-06
ALPHA-USDT-SWAP,SWAP,0.0006549377920237,0.000791245714129,2024-12-06 16:00:00+00:00,2024-12-06
ALPHA-USDT-SWAP,SWAP,0.0007420134598144,0.0005719647155463,2024-12-06 00:00:00+00:00,2024-12-06
APE-USDT-SWAP,SWAP,0.0004966010049135,0.0006559471497015,2024-12-06 16:00:00+00:00,2024-12-06
APE-USDT-SWAP,SWAP,0.0006510127364781,0.0004166675390691,2024-12-06 00:00:00+00:00,2024-12-06
APE-USDT-SWAP,SWAP,0.0004176369998539,0.000495876219415,2024-12-06 08:00:00+00:00,2024-12-06
API3-USDT-SWAP,SWAP,0.0004290256116762,0.0007563813564283,2024-12-06 00:00:00+00:00,2024-12-06
API3-USDT-SWAP,SWAP,0.0008148171403098,0.000777002101947,2024-12-06 16:00:00+00:00,2024-12-06
API3-USDT-SWAP,SWAP,0.0007563872909278,0.0008135385349601,2024-12-06 08:00:00+00:00,2024-12-06
APT-USDT-SWAP,SWAP,0.0004804625468812,0.0005420541158585,2024-12-06 00:00:00+00:00,2024-12-06
APT-USDT-SWAP,SWAP,0.0004640420846445,0.0007277581601928,2024-12-06 16:00:00+00:00,2024-12-06
APT-USDT-SWAP,SWAP,0.0005415302513151,0.0004641004580454,2024-12-06 08:00:00+00:00,2024-12-06
