instrument,contract_type,funding_rate,real_funding_rate,funding_time,date
1INCH-USDT-SWAP,SWAP,4.38068562254e-05,4.38068562254e-05,2025-07-01 08:00:00+00:00,2025-07-01
1INCH-USDT-SWAP,SWAP,0.0001,0.0001,2025-07-01 16:00:00+00:00,2025-07-01
1INCH-USDT-SWAP,SWAP,-4.916774446e-07,-4.916774446e-07,2025-07-01 00:00:00+00:00,2025-07-01
A-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 00:00:00+00:00,2025-07-01
A-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 08:00:00+00:00,2025-07-01
A-USDT-SWAP,SWAP,-3.4121690621e-05,-3.4121690621e-05,2025-07-01 20:00:00+00:00,2025-07-01
A-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 04:00:00+00:00,2025-07-01
A-USDT-SWAP,SWAP,2.9913676985e-06,2.9913676985e-06,2025-07-01 12:00:00+00:00,2025-07-01
A-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 16:00:00+00:00,2025-07-01
AAVE-USDT-SWAP,SWAP,0.0001,0.0001,2025-07-01 00:00:00+00:00,2025-07-01
AAVE-USDT-SWAP,SWAP,7.67305952802e-05,7.67305952802e-05,2025-07-01 08:00:00+00:00,2025-07-01
AAVE-USDT-SWAP,SWAP,3.45620424187e-05,3.45620424187e-05,2025-07-01 16:00:00+00:00,2025-07-01
ACE-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 00:00:00+00:00,2025-07-01
ACE-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 08:00:00+00:00,2025-07-01
ACE-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 12:00:00+00:00,2025-07-01
ACE-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 16:00:00+00:00,2025-07-01
ACE-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 04:00:00+00:00,2025-07-01
ACE-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 20:00:00+00:00,2025-07-01
ACH-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 12:00:00+00:00,2025-07-01
ACH-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 00:00:00+00:00,2025-07-01
ACH-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 04:00:00+00:00,2025-07-01
ACH-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 08:00:00+00:00,2025-07-01
ACH-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 16:00:00+00:00,2025-07-01
ACH-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 20:00:00+00:00,2025-07-01
ACT-USDT-SWAP,SWAP,-8.1152125979e-06,-8.1152125979e-06,2025-07-01 00:00:00+00:00,2025-07-01
ACT-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 12:00:00+00:00,2025-07-01
ACT-USDT-SWAP,SWAP,-0.0001226570839611,-0.0001226570839611,2025-07-01 16:00:00+00:00,2025-07-01
ACT-USDT-SWAP,SWAP,-6.75114615521e-05,-6.75114615521e-05,2025-07-01 04:00:00+00:00,2025-07-01
ACT-USDT-SWAP,SWAP,1.92955461681e-05,1.92955461681e-05,2025-07-01 08:00:00+00:00,2025-07-01
ACT-USDT-SWAP,SWAP,-6.21249723695e-05,-6.21249723695e-05,2025-07-01 20:00:00+00:00,2025-07-01
ADA-USD-SWAP,SWAP,8.41922134722e-05,8.41922134722e-05,2025-07-01 08:00:00+00:00,2025-07-01
ADA-USD-SWAP,SWAP,2.36922942187e-05,2.36922942187e-05,2025-07-01 00:00:00+00:00,2025-07-01
ADA-USD-SWAP,SWAP,-1.66400688312e-05,-1.66400688312e-05,2025-07-01 16:00:00+00:00,2025-07-01
ADA-USDT-SWAP,SWAP,4.23058355577e-05,4.23058355577e-05,2025-07-01 00:00:00+00:00,2025-07-01
ADA-USDT-SWAP,SWAP,-3.1961570525e-06,-3.1961570525e-06,2025-07-01 16:00:00+00:00,2025-07-01
ADA-USDT-SWAP,SWAP,3.05460557605e-05,3.05460557605e-05,2025-07-01 08:00:00+00:00,2025-07-01
AEVO-USDT-SWAP,SWAP,3.8899812715e-05,3.8899812715e-05,2025-07-01 12:00:00+00:00,2025-07-01
AEVO-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 08:00:00+00:00,2025-07-01
AEVO-USDT-SWAP,SWAP,2.66020722412e-05,2.66020722412e-05,2025-07-01 20:00:00+00:00,2025-07-01
AEVO-USDT-SWAP,SWAP,-6.77313340198e-05,-6.77313340198e-05,2025-07-01 00:00:00+00:00,2025-07-01
AEVO-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 04:00:00+00:00,2025-07-01
AEVO-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 16:00:00+00:00,2025-07-01
AGLD-USDT-SWAP,SWAP,3.13307756646e-05,3.13307756646e-05,2025-07-01 08:00:00+00:00,2025-07-01
AGLD-USDT-SWAP,SWAP,7.23136837861e-05,7.23136837861e-05,2025-07-01 00:00:00+00:00,2025-07-01
AGLD-USDT-SWAP,SWAP,4.3416725385e-05,4.3416725385e-05,2025-07-01 16:00:00+00:00,2025-07-01
AI16Z-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 04:00:00+00:00,2025-07-01
AI16Z-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 08:00:00+00:00,2025-07-01
AI16Z-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 16:00:00+00:00,2025-07-01
AI16Z-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 12:00:00+00:00,2025-07-01
AI16Z-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 20:00:00+00:00,2025-07-01
AI16Z-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 00:00:00+00:00,2025-07-01
AIDOGE-USDT-SWAP,SWAP,0.0001,0.0001,2025-07-01 00:00:00+00:00,2025-07-01
AIDOGE-USDT-SWAP,SWAP,7.69749234521e-05,7.69749234521e-05,2025-07-01 08:00:00+00:00,2025-07-01
AIDOGE-USDT-SWAP,SWAP,8.3210231364e-06,8.3210231364e-06,2025-07-01 16:00:00+00:00,2025-07-01
AIXBT-USDT-SWAP,SWAP,-0.0001300753044648,-0.0001300753044648,2025-07-01 00:00:00+00:00,2025-07-01
AIXBT-USDT-SWAP,SWAP,2.94316811388e-05,2.94316811388e-05,2025-07-01 08:00:00+00:00,2025-07-01
AIXBT-USDT-SWAP,SWAP,-5.93915278344e-05,-5.93915278344e-05,2025-07-01 16:00:00+00:00,2025-07-01
AIXBT-USDT-SWAP,SWAP,-5.64283355887e-05,-5.64283355887e-05,2025-07-01 12:00:00+00:00,2025-07-01
AIXBT-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 20:00:00+00:00,2025-07-01
AIXBT-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 04:00:00+00:00,2025-07-01
ALCH-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 00:00:00+00:00,2025-07-01
ALCH-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 04:00:00+00:00,2025-07-01
ALCH-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 12:00:00+00:00,2025-07-01
ALCH-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 16:00:00+00:00,2025-07-01
ALCH-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 20:00:00+00:00,2025-07-01
ALCH-USDT-SWAP,SWAP,5e-05,5e-05,2025-07-01 08:00:00+00:00,2025-07-01
ALGO-USDT-SWAP,SWAP,5.14575589279e-05,5.14575589279e-05,2025-07-01 00:00:00+00:00,2025-07-01
ALGO-USDT-SWAP,SWAP,-6.79534264132e-05,-6.79534264132e-05,2025-07-01 16:00:00+00:00,2025-07-01
ALGO-USDT-SWAP,SWAP,6.61744239247e-05,6.61744239247e-05,2025-07-01 08:00:00+00:00,2025-07-01
ALPHA-USDT-SWAP,SWAP,-0.0020944462851663,-0.0020944462851663,2025-07-01 00:00:00+00:00,2025-07-01
ALPHA-USDT-SWAP,SWAP,-0.0006375654057802,-0.0006375654057802,2025-07-01 08:00:00+00:00,2025-07-01
ALPHA-USDT-SWAP,SWAP,-0.001529282440336,-0.001529282440336,2025-07-01 16:00:00+00:00,2025-07-01
