instrument,contract_type,funding_rate,real_funding_rate,funding_time,date
1INCH-USD-SWAP,SWAP,0.0006225633977997,0.0002732924516281,2024-10-26 16:00:00+00:00,2024-10-26
1INCH-USD-SWAP,SWAP,4.73616178997e-05,0.0006207823556373,2024-10-26 08:00:00+00:00,2024-10-26
1INCH-USD-SWAP,SWAP,7.38405636652e-05,4.77540907257e-05,2024-10-26 00:00:00+00:00,2024-10-26
1INCH-USDT-SWAP,SWAP,7.94724660718e-05,2.35518693764e-05,2024-10-26 08:00:00+00:00,2024-10-26
1INCH-USDT-SWAP,SWAP,2.19016545461e-05,-0.0002956558420902,2024-10-26 16:00:00+00:00,2024-10-26
1INCH-USDT-SWAP,SWAP,9.90860776437e-05,8.10340355426e-05,2024-10-26 00:00:00+00:00,2024-10-26
AAVE-USDT-SWAP,SWAP,7.9815794197e-05,-0.0002098533492046,2024-10-26 16:00:00+00:00,2024-10-26
AAVE-USDT-SWAP,SWAP,1.7778643913e-05,1.91480173415e-05,2024-10-26 00:00:00+00:00,2024-10-26
AAVE-USDT-SWAP,SWAP,1.71529751322e-05,7.97285428514e-05,2024-10-26 08:00:00+00:00,2024-10-26
ACE-USDT-SWAP,SWAP,1.38585153749e-05,-0.0007711576174984,2024-10-26 16:00:00+00:00,2024-10-26
ACE-USDT-SWAP,SWAP,0.0001329710053733,-1.09985716669e-05,2024-10-26 00:00:00+00:00,2024-10-26
ACE-USDT-SWAP,SWAP,-9.5504715742e-06,1.90536178656e-05,2024-10-26 08:00:00+00:00,2024-10-26
ACH-USDT-SWAP,SWAP,-0.0002328507940403,-0.000233614638527,2024-10-26 16:00:00+00:00,2024-10-26
ACH-USDT-SWAP,SWAP,-2.95202952799e-05,-0.0002321661728367,2024-10-26 08:00:00+00:00,2024-10-26
ACH-USDT-SWAP,SWAP,-5.99389766072e-05,-2.68518100868e-05,2024-10-26 00:00:00+00:00,2024-10-26
ADA-USD-SWAP,SWAP,0.000148735782987,0.0001105620164255,2024-10-26 08:00:00+00:00,2024-10-26
ADA-USD-SWAP,SWAP,0.0001086280969508,-9.4210298843e-05,2024-10-26 16:00:00+00:00,2024-10-26
ADA-USD-SWAP,SWAP,6.27349467784e-05,0.000149962460203,2024-10-26 00:00:00+00:00,2024-10-26
ADA-USDT-SWAP,SWAP,-3.86632859143e-05,-0.0001390540386625,2024-10-26 16:00:00+00:00,2024-10-26
ADA-USDT-SWAP,SWAP,-4.72005497031e-05,0.0001477086001228,2024-10-26 00:00:00+00:00,2024-10-26
ADA-USDT-SWAP,SWAP,0.0001470970146088,-3.8008983718e-05,2024-10-26 08:00:00+00:00,2024-10-26
AEVO-USDT-SWAP,SWAP,-3.34667142123e-05,-0.0002782835573794,2024-10-26 16:00:00+00:00,2024-10-26
AEVO-USDT-SWAP,SWAP,9.77878244604e-05,0.0001402837308203,2024-10-26 00:00:00+00:00,2024-10-26
