timestamp,open,high,low,close,volume,quote_volume,trades_count,source,asset_pair
2024-01-01T00:00:00Z,42283.58,42554.57,42261.02,42475.23,1271.68108,53957248.973789,47134,binance_spot,BTC/USDT
2024-01-01T01:00:00Z,42475.23,42775.0,42431.65,42613.56,1196.37856,50984893.3481416,50396,binance_spot,BTC/USDT
2024-01-01T02:00:00Z,42613.57,42638.41,42500.0,42581.1,685.2198,29167377.9732375,29863,binance_spot,BTC/USDT
2024-01-01T03:00:00Z,42581.09,42586.64,42230.08,42330.49,794.80391,33709050.2741136,38620,binance_spot,BTC/USDT
2024-01-01T04:00:00Z,42330.5,42399.99,42209.46,42399.99,715.4176,30271621.000739,36038,binance_spot,BTC/USDT
2024-01-01T05:00:00Z,42399.98,42406.0,42180.77,42234.01,736.53152,31159533.4764102,32200,binance_spot,BTC/USDT
2024-01-01T06:00:00Z,42234.01,42424.82,42208.68,42396.69,601.3725,25454115.8447492,32653,binance_spot,BTC/USDT
2024-01-01T07:00:00Z,42396.69,42500.0,42396.68,42492.46,653.67718,27757929.5826532,27661,binance_spot,BTC/USDT
2024-01-01T08:00:00Z,42492.46,42556.5,42452.58,42549.99,427.19365,18158032.0713477,25046,binance_spot,BTC/USDT
2024-01-01T09:00:00Z,42550.0,42699.32,42537.18,42649.69,879.62491,37495909.1519946,39685,binance_spot,BTC/USDT
2024-01-01T10:00:00Z,42649.69,42749.36,42628.0,42691.1,856.81851,36575404.2277785,32952,binance_spot,BTC/USDT
2024-01-01T11:00:00Z,42691.1,42762.39,42605.21,42690.2,785.16567,33516541.8167861,39801,binance_spot,BTC/USDT
2024-01-01T12:00:00Z,42690.21,42780.0,42611.45,42648.38,785.52851,33542689.8029634,35778,binance_spot,BTC/USDT
2024-01-01T13:00:00Z,42648.37,42748.0,42612.76,42715.54,497.2024,21230655.2580876,29662,binance_spot,BTC/USDT
2024-01-01T14:00:00Z,42715.54,42715.55,42580.0,42612.24,711.01152,30312550.0545163,35688,binance_spot,BTC/USDT
2024-01-01T15:00:00Z,42612.24,42847.07,42586.51,42783.05,942.70163,40272827.0639329,47628,binance_spot,BTC/USDT
2024-01-01T16:00:00Z,42783.05,42856.0,42664.42,42725.15,918.71056,39292588.8194273,39979,binance_spot,BTC/USDT
2024-01-01T17:00:00Z,42725.15,42824.9,42704.42,42812.7,677.33678,28962179.5203376,29871,binance_spot,BTC/USDT
2024-01-01T18:00:00Z,42812.71,43208.86,42812.7,43111.1,2143.30897,92299025.1971326,93970,binance_spot,BTC/USDT
2024-01-01T19:00:00Z,43111.1,43550.0,43103.64,43517.99,1947.61533,84416763.6540515,78415,binance_spot,BTC/USDT
2024-01-01T20:00:00Z,43517.98,43829.99,43510.71,43687.86,2905.07295,126914170.3804287,88205,binance_spot,BTC/USDT
2024-01-01T21:00:00Z,43687.85,43792.59,43480.76,43619.21,1541.59126,67281632.034903,48994,binance_spot,BTC/USDT
2024-01-01T22:00:00Z,43619.22,43661.1,43361.6,43529.93,1024.36372,44554969.9325888,39588,binance_spot,BTC/USDT
2024-01-01T23:00:00Z,43529.94,44184.1,43529.93,44179.55,3475.97051,152707972.5678915,114796,binance_spot,BTC/USDT
2024-01-02T00:00:00Z,44179.55,45200.0,44148.34,45056.0,6986.25967,311922306.3847412,252271,binance_spot,BTC/USDT
2024-01-02T01:00:00Z,45056.0,45372.79,44686.0,44855.96,4397.86376,197892745.9485319,126411,binance_spot,BTC/USDT
2024-01-02T02:00:00Z,44855.96,45381.42,44855.95,45378.96,3016.04235,136077337.261493,84538,binance_spot,BTC/USDT
2024-01-02T03:00:00Z,45378.96,45500.0,45131.1,45402.38,2693.12081,122074726.9023818,75577,binance_spot,BTC/USDT
2024-01-02T04:00:00Z,45402.38,45468.99,45170.0,45179.8,2268.27572,102738256.4717156,72412,binance_spot,BTC/USDT
2024-01-02T05:00:00Z,45179.8,45324.72,45121.96,45179.48,1617.2842,73162843.2093208,56528,binance_spot,BTC/USDT
2024-01-02T06:00:00Z,45179.48,45308.15,45130.0,45168.75,1390.33832,62888409.2717238,44142,binance_spot,BTC/USDT
2024-01-02T07:00:00Z,45168.75,45643.75,45168.74,45455.53,3112.52478,141383176.0659561,99665,binance_spot,BTC/USDT
2024-01-02T08:00:00Z,45455.52,45852.93,45326.6,45759.3,3323.21707,151813235.9887419,114352,binance_spot,BTC/USDT
2024-01-02T09:00:00Z,45759.3,45879.63,45631.1,45673.48,2096.46195,95894862.4401988,69466,binance_spot,BTC/USDT
2024-01-02T10:00:00Z,45673.48,45711.1,45431.52,45584.99,2069.22249,94321216.3910918,75001,binance_spot,BTC/USDT
2024-01-02T11:00:00Z,45585.0,45698.67,45200.0,45433.99,2538.49307,115284960.6562664,87017,binance_spot,BTC/USDT
2024-01-02T12:00:00Z,45433.99,45589.68,45271.04,45301.99,2128.11147,96664856.5411382,78888,binance_spot,BTC/USDT
2024-01-02T13:00:00Z,45302.0,45705.8,45264.39,45637.93,2253.76868,102627045.4693958,78417,binance_spot,BTC/USDT
2024-01-02T14:00:00Z,45637.92,45800.0,44970.0,45258.73,4553.21243,206816073.7478805,142534,binance_spot,BTC/USDT
2024-01-02T15:00:00Z,45258.73,45349.98,44833.33,45184.82,4301.03657,194029243.18197,134773,binance_spot,BTC/USDT
2024-01-02T16:00:00Z,45184.83,45399.84,44890.11,45357.84,3052.23783,137806764.7737775,113952,binance_spot,BTC/USDT
2024-01-02T17:00:00Z,45357.84,45382.08,44950.48,44966.15,2540.00308,114638119.9811841,93547,binance_spot,BTC/USDT
2024-01-02T18:00:00Z,44966.16,45271.2,44944.0,45154.69,1806.0773,81458425.0879932,83428,binance_spot,BTC/USDT
2024-01-02T19:00:00Z,45154.7,45243.0,44790.96,45039.49,2347.28624,105621621.882104,91929,binance_spot,BTC/USDT
2024-01-02T20:00:00Z,45039.49,45180.55,44742.96,44788.28,1940.02489,87211403.1964921,78184,binance_spot,BTC/USDT
2024-01-02T21:00:00Z,44788.27,45119.76,44600.0,45119.74,2043.74183,91695184.3730535,84667,binance_spot,BTC/USDT
2024-01-02T22:00:00Z,45119.74,45297.26,44840.01,44981.73,1591.57491,71768760.4183665,61819,binance_spot,BTC/USDT
