timestamp,date_utc,open,high,low,close,volume,pool_address,dex,fee_tier,base_token,quote_token,source
1704067200,2024-01-01T00:00:00+00:00Z,2277.21051501493,2289.33661635179,2277.21051501493,2289.29694049011,990471.9674403033,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704070800,2024-01-01T01:00:00+00:00Z,2289.29694049011,2299.27130704363,2289.29694049011,2299.27130704363,822019.5637666689,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704074400,2024-01-01T02:00:00+00:00Z,2299.27130704363,2299.30268246609,2297.75415427081,2297.75415427081,163470.85847378345,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704078000,2024-01-01T03:00:00+00:00Z,2297.75415427081,2297.75415427081,2277.90397605012,2277.90397605012,1814789.107503132,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704081600,2024-01-01T04:00:00+00:00Z,2277.90397605012,2277.90725089516,2272.38802462401,2272.39664784411,530180.0886211095,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704085200,2024-01-01T05:00:00+00:00Z,2272.39664784411,2276.01588914615,2272.39664784411,2276.01588914615,333546.255718934,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704088800,2024-01-01T06:00:00+00:00Z,2276.01588914615,2276.59082367948,2276.01588914615,2276.59082367948,21648.68917986561,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704092400,2024-01-01T07:00:00+00:00Z,2276.59082367948,2280.58150042995,2276.59082367948,2280.58150042995,425284.3495214759,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704096000,2024-01-01T08:00:00+00:00Z,2280.58150042995,2280.76559859215,2280.52643013149,2280.76559859215,31054.646883056175,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704099600,2024-01-01T09:00:00+00:00Z,2280.76559859215,2292.69628763066,2280.76559859215,2292.69628763066,1184516.060321102,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704103200,2024-01-01T10:00:00+00:00Z,2292.69628763066,2295.78791272467,2292.69628763066,2295.77795223854,326394.1508439662,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704106800,2024-01-01T11:00:00+00:00Z,2295.77795223854,2298.04714566238,2295.77795223854,2298.01914153591,225282.94317382327,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704110400,2024-01-01T12:00:00+00:00Z,2298.01914153591,2299.84135896323,2298.01914153591,2299.84135896323,182524.10975904562,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704114000,2024-01-01T13:00:00+00:00Z,2299.84135896323,2301.24557465647,2299.77378605852,2301.2438278751,179675.55717697067,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704117600,2024-01-01T14:00:00+00:00Z,2301.2438278751,2301.54184166319,2301.20842264234,2301.21472725215,23305.143675695766,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704121200,2024-01-01T15:00:00+00:00Z,2301.21472725215,2310.03189420897,2301.20684208058,2310.0186095676,786087.6305403477,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704124800,2024-01-01T16:00:00+00:00Z,2310.0186095676,2312.26042969876,2309.91207765699,2312.23290964658,327624.1063575714,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704128400,2024-01-01T17:00:00+00:00Z,2312.23290964658,2312.23290964658,2312.09281229378,2312.11830894563,121619.44781008536,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704132000,2024-01-01T18:00:00+00:00Z,2312.11830894563,2324.67851320681,2312.11830894563,2324.62052466196,1142440.473992459,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704135600,2024-01-01T19:00:00+00:00Z,2324.62052466196,2335.24248053901,2324.4612575617,2335.2165579311,965211.4801646338,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704139200,2024-01-01T20:00:00+00:00Z,2335.2165579311,2341.42872426169,2335.20756293131,2341.40886426551,581494.7025668566,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704142800,2024-01-01T21:00:00+00:00Z,2341.40886426551,2341.43091415843,2339.2582288393,2339.26436035279,233967.45773403096,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704146400,2024-01-01T22:00:00+00:00Z,2339.26436035279,2339.27040223457,2331.63020392856,2332.12509674984,744435.820699853,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704150000,2024-01-01T23:00:00+00:00Z,2332.12509674984,2345.25778968587,2332.12509674984,2345.22666609554,1250460.9393532253,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704153600,2024-01-02T00:00:00+00:00Z,2345.22666609554,2381.21619403098,2345.22666609554,2381.21619403098,3343694.473603144,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704157200,2024-01-02T01:00:00+00:00Z,2381.21619403098,2390.27241221051,2378.86654912644,2378.86654912644,914403.7291609076,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704160800,2024-01-02T02:00:00+00:00Z,2378.86654912644,2378.90934721069,2378.84586976919,2378.90934721069,39907.58857549474,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704164400,2024-01-02T03:00:00+00:00Z,2378.90934721069,2382.12617067812,2378.22747253284,2382.12312645884,312907.61080748925,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704168000,2024-01-02T04:00:00+00:00Z,2382.12312645884,2382.78859673184,2382.12312645884,2382.78859673184,79758.86157196325,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704171600,2024-01-02T05:00:00+00:00Z,2382.78859673184,2386.26654184409,2382.78859673184,2385.78442190356,209283.8054605629,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704175200,2024-01-02T06:00:00+00:00Z,2385.78442190356,2385.78955512407,2380.77664021386,2381.57148272774,266113.41884383204,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704178800,2024-01-02T07:00:00+00:00Z,2381.57148272774,2381.57148272774,2380.68797133068,2381.4999039774,105090.8777247723,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704182400,2024-01-02T08:00:00+00:00Z,2381.4999039774,2426.72272548108,2381.4999039774,2426.67622161738,1887625.947799135,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704186000,2024-01-02T09:00:00+00:00Z,2426.67622161738,2428.64738109392,2418.30365186031,2418.41923524374,545345.0455365563,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704189600,2024-01-02T10:00:00+00:00Z,2418.41923524374,2418.41923524374,2400.80186054369,2400.80186054369,591923.7295356384,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704193200,2024-01-02T11:00:00+00:00Z,2400.80186054369,2400.82025410139,2389.45722334311,2389.45722334311,722575.8354810029,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704196800,2024-01-02T12:00:00+00:00Z,2389.45722334311,2396.95285609835,2389.45722334311,2390.5211147597,870389.3228460138,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704200400,2024-01-02T13:00:00+00:00Z,2390.5211147597,2394.05489758247,2390.47086293794,2394.04949735776,227683.5103645361,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704204000,2024-01-02T14:00:00+00:00Z,2394.04949735776,2396.24176959115,2366.02041149271,2366.02041149271,2175814.9773694323,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704207600,2024-01-02T15:00:00+00:00Z,2366.02041149271,2366.03138759293,2360.43247580746,2362.6096477271,781300.6602960266,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704211200,2024-01-02T16:00:00+00:00Z,2362.6096477271,2363.0573611011,2358.46881889519,2363.0573611011,661960.6232003245,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704214800,2024-01-02T17:00:00+00:00Z,2363.0573611011,2363.06180894373,2360.52987093122,2360.52987093122,272066.0272566944,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704218400,2024-01-02T18:00:00+00:00Z,2360.52987093122,2362.96967090147,2360.11687609304,2362.96967090147,314973.3689244585,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704222000,2024-01-02T19:00:00+00:00Z,2362.96967090147,2365.67338558707,2361.41390923157,2363.61380586213,906051.361268517,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704225600,2024-01-02T20:00:00+00:00Z,2363.61380586213,2372.80125839805,2363.61380586213,2368.64653824943,1271183.9798694893,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704229200,2024-01-02T21:00:00+00:00Z,2368.64653824943,2368.64653824943,2356.45031664847,2358.69521257979,1245441.4209449666,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704232800,2024-01-02T22:00:00+00:00Z,2358.69521257979,2365.19938528132,2358.69521257979,2365.0260540478,558423.1428397828,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704236400,2024-01-02T23:00:00+00:00Z,2365.0260540478,2365.0301609422,2358.57681087377,2358.57681087377,640190.5466651547,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704240000,2024-01-03T00:00:00+00:00Z,2358.57681087377,2359.94486686437,2354.72094094658,2359.94486686437,888228.1409934264,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
1704243600,2024-01-03T01:00:00+00:00Z,2359.94486686437,2369.03916692635,2359.94486686437,2369.03916692635,812474.0791163904,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap v3,0.3%,WETH,USDT,geckoterminal_pro
