timestamp,open,high,low,close,volume,source,symbol,data_type,turnover
2024-01-01T00:00:00Z,2282.0,2297.16,2281.31,2295.61,3879.53345,bybit,ETHUSDT,spot,8890321.6587878
2024-01-01T01:00:00Z,2295.61,2306.26,2291.91,2303.41,3623.14217,bybit,ETHUSDT,spot,8329538.7410249
2024-01-01T02:00:00Z,2303.41,2304.4,2291.31,2293.01,1793.50736,bybit,ETHUSDT,spot,4120475.366894
2024-01-01T03:00:00Z,2293.01,2294.6,2271.0,2273.7,2863.03051,bybit,ETHUSDT,spot,6533387.2746772
2024-01-01T04:00:00Z,2273.7,2279.49,2265.29,2279.49,3367.76553,bybit,ETHUSDT,spot,7657432.1949738
2024-01-01T05:00:00Z,2279.49,2283.22,2272.6,2275.8,1831.94019,bybit,ETHUSDT,spot,4174757.59676
2024-01-01T06:00:00Z,2275.8,2283.2,2274.2,2282.01,1788.64179,bybit,ETHUSDT,spot,4073851.3670416
2024-01-01T07:00:00Z,2282.01,2287.98,2281.53,2284.61,1078.52032,bybit,ETHUSDT,spot,2463951.2557953
2024-01-01T08:00:00Z,2284.61,2287.4,2280.12,2287.07,1067.2056,bybit,ETHUSDT,spot,2437621.5615061
2024-01-01T09:00:00Z,2287.07,2299.81,2287.0,2299.79,2592.78764,bybit,ETHUSDT,spot,5944922.6239682
2024-01-01T10:00:00Z,2299.79,2303.3,2297.41,2302.29,1687.5011,bybit,ETHUSDT,spot,3882187.2939076
2024-01-01T11:00:00Z,2302.29,2305.24,2299.14,2304.5,1221.89322,bybit,ETHUSDT,spot,2813437.4274996
2024-01-01T12:00:00Z,2304.5,2307.2,2299.2,2299.49,1484.60979,bybit,ETHUSDT,spot,3419456.9996135
2024-01-01T13:00:00Z,2299.49,2308.17,2298.18,2304.2,1763.77892,bybit,ETHUSDT,spot,4064748.5980783
2024-01-01T14:00:00Z,2304.2,2304.72,2295.12,2301.01,2332.88339,bybit,ETHUSDT,spot,5366044.902761
2024-01-01T15:00:00Z,2301.01,2318.66,2299.2,2314.69,6083.7775,bybit,ETHUSDT,spot,14054304.2229452
2024-01-01T16:00:00Z,2314.69,2319.7,2306.63,2309.9,5432.70265,bybit,ETHUSDT,spot,12567078.2867313
2024-01-01T17:00:00Z,2309.9,2317.2,2306.21,2313.57,4121.94669,bybit,ETHUSDT,spot,9533429.3508277
2024-01-01T18:00:00Z,2313.57,2331.8,2313.57,2326.79,5712.89671,bybit,ETHUSDT,spot,13288386.6264314
2024-01-01T19:00:00Z,2326.79,2340.79,2321.88,2337.4,4313.692,bybit,ETHUSDT,spot,10061614.1794348
2024-01-01T20:00:00Z,2337.4,2348.78,2335.11,2341.18,5239.9368,bybit,ETHUSDT,spot,12272826.2792354
2024-01-01T21:00:00Z,2341.18,2346.4,2332.3,2338.01,2794.50343,bybit,ETHUSDT,spot,6537802.629649
2024-01-01T22:00:00Z,2338.01,2339.2,2323.72,2334.2,2006.7449,bybit,ETHUSDT,spot,4678948.476436
2024-01-01T23:00:00Z,2334.2,2351.8,2334.2,2351.6,4081.93705,bybit,ETHUSDT,spot,9570333.8810732
2024-01-02T00:00:00Z,2351.6,2392.09,2346.9,2388.18,16724.87904,bybit,ETHUSDT,spot,39663897.535663
2024-01-02T01:00:00Z,2388.18,2397.49,2370.31,2378.0,7374.38342,bybit,ETHUSDT,spot,17586896.1038938
2024-01-02T02:00:00Z,2378.0,2382.8,2373.51,2382.5,3654.94588,bybit,ETHUSDT,spot,8694050.8030657
2024-01-02T03:00:00Z,2382.5,2388.29,2371.38,2386.0,3827.49223,bybit,ETHUSDT,spot,9106277.4942634
2024-01-02T04:00:00Z,2386.0,2390.2,2378.61,2387.41,2260.69501,bybit,ETHUSDT,spot,5389500.670428
2024-01-02T05:00:00Z,2387.41,2391.9,2377.26,2377.48,3227.27668,bybit,ETHUSDT,spot,7693209.7628579
2024-01-02T06:00:00Z,2377.48,2383.79,2374.01,2374.01,3877.30618,bybit,ETHUSDT,spot,9223398.2212189
2024-01-02T07:00:00Z,2374.01,2388.66,2373.91,2385.61,4653.5972,bybit,ETHUSDT,spot,11087177.8145055
2024-01-02T08:00:00Z,2385.61,2431.08,2379.41,2426.4,12145.23618,bybit,ETHUSDT,spot,29292308.2061697
2024-01-02T09:00:00Z,2426.4,2428.36,2411.99,2414.0,7725.51594,bybit,ETHUSDT,spot,18699404.6140975
2024-01-02T10:00:00Z,2414.0,2416.3,2392.8,2398.21,5279.1037,bybit,ETHUSDT,spot,12692364.945446
2024-01-02T11:00:00Z,2398.21,2402.95,2380.47,2391.2,5038.04888,bybit,ETHUSDT,spot,12056051.5534356
2024-01-02T12:00:00Z,2391.2,2404.22,2382.66,2387.0,4803.80996,bybit,ETHUSDT,spot,11499328.9043505
2024-01-02T13:00:00Z,2387.0,2400.63,2382.39,2398.11,3426.31739,bybit,ETHUSDT,spot,8200293.3146563
