timestamp,open,high,low,close,volume,quote_volume,trades_count,source,symbol,data_type
2024-01-01T00:00:00Z,2283.84,2299.16,2282.97,2297.41,75593.183,173399631.75655,75195,binance_futures,ETHUSDT,futures
2024-01-01T01:00:00Z,2297.41,2308.74,2294.77,2305.71,58591.895,134941626.02991,60112,binance_futures,ETHUSDT,futures
2024-01-01T02:00:00Z,2305.72,2306.95,2293.15,2295.19,44611.328,102578990.5845,45679,binance_futures,ETHUSDT,futures
2024-01-01T03:00:00Z,2295.19,2296.83,2272.04,2275.59,88559.028,202107525.46153,87063,binance_futures,ETHUSDT,futures
2024-01-01T04:00:00Z,2275.59,2281.71,2266.67,2281.45,80010.451,182055645.49232,82831,binance_futures,ETHUSDT,futures
2024-01-01T05:00:00Z,2281.46,2285.48,2274.1,2277.96,51216.415,116823339.19626,56411,binance_futures,ETHUSDT,futures
2024-01-01T06:00:00Z,2277.96,2285.32,2276.0,2283.44,45811.582,104464342.51605,42095,binance_futures,ETHUSDT,futures
2024-01-01T07:00:00Z,2283.43,2289.82,2282.9,2286.46,36678.462,83863540.87073,42960,binance_futures,ETHUSDT,futures
2024-01-01T08:00:00Z,2286.46,2289.29,2281.82,2289.07,33694.121,77013838.62898,40057,binance_futures,ETHUSDT,futures
2024-01-01T09:00:00Z,2289.07,2302.47,2288.76,2301.83,76505.359,175631581.76942,74173,binance_futures,ETHUSDT,futures
2024-01-01T10:00:00Z,2301.83,2305.56,2299.64,2304.19,56971.338,131192008.27295,61201,binance_futures,ETHUSDT,futures
2024-01-01T11:00:00Z,2304.19,2307.45,2301.01,2306.72,46442.298,107017426.59262,51518,binance_futures,ETHUSDT,futures
2024-01-01T12:00:00Z,2306.71,2309.49,2300.94,2301.52,54115.198,124762520.94834,56201,binance_futures,ETHUSDT,futures
2024-01-01T13:00:00Z,2301.52,2310.81,2300.0,2306.13,41015.711,94598842.36146,46824,binance_futures,ETHUSDT,futures
2024-01-01T14:00:00Z,2306.13,2307.5,2296.51,2303.2,59893.321,137898575.16218,63586,binance_futures,ETHUSDT,futures
2024-01-01T15:00:00Z,2303.2,2321.0,2301.47,2316.97,97780.491,226212207.88458,94170,binance_futures,ETHUSDT,futures
2024-01-01T16:00:00Z,2316.97,2322.24,2308.36,2311.9,103280.503,239082691.03089,93962,binance_futures,ETHUSDT,futures
2024-01-01T17:00:00Z,2311.9,2319.14,2308.52,2315.87,54025.428,125073083.66389,55631,binance_futures,ETHUSDT,futures
2024-01-01T18:00:00Z,2315.87,2334.43,2315.87,2328.95,123181.291,286752831.23564,118817,binance_futures,ETHUSDT,futures
2024-01-01T19:00:00Z,2328.96,2343.43,2324.04,2339.71,92448.666,215866726.4006,95352,binance_futures,ETHUSDT,futures
2024-01-01T20:00:00Z,2339.71,2351.34,2337.34,2343.24,117681.083,275907254.33625,114750,binance_futures,ETHUSDT,futures
2024-01-01T21:00:00Z,2343.24,2349.15,2334.3,2340.71,67722.134,158532993.65383,71607,binance_futures,ETHUSDT,futures
2024-01-01T22:00:00Z,2340.7,2341.96,2325.56,2336.77,49571.755,115682544.28566,58579,binance_futures,ETHUSDT,futures
2024-01-01T23:00:00Z,2336.77,2354.95,2336.5,2354.62,103162.377,242147875.54389,106107,binance_futures,ETHUSDT,futures
2024-01-02T00:00:00Z,2354.63,2396.49,2349.57,2392.14,312003.754,740920556.66132,281619,binance_futures,ETHUSDT,futures
2024-01-02T01:00:00Z,2392.14,2402.64,2374.3,2382.05,194469.539,464500133.6401,184298,binance_futures,ETHUSDT,futures
2024-01-02T02:00:00Z,2382.05,2385.0,2377.14,2385.0,77388.04,184344505.80411,79263,binance_futures,ETHUSDT,futures
2024-01-02T03:00:00Z,2385.0,2390.95,2373.54,2388.45,97652.206,232560409.579,99142,binance_futures,ETHUSDT,futures
2024-01-02T04:00:00Z,2388.46,2393.16,2380.41,2389.75,67964.976,162184536.69784,76841,binance_futures,ETHUSDT,futures
2024-01-02T05:00:00Z,2389.75,2394.99,2379.55,2379.8,74584.898,178032678.95762,76097,binance_futures,ETHUSDT,futures
2024-01-02T06:00:00Z,2379.81,2386.11,2375.66,2375.66,56037.009,133391439.73215,61590,binance_futures,ETHUSDT,futures
2024-01-02T07:00:00Z,2375.67,2391.36,2375.66,2387.83,82547.542,196835576.34516,84924,binance_futures,ETHUSDT,futures
2024-01-02T08:00:00Z,2387.84,2434.49,2382.2,2429.28,277253.762,669895993.64164,264031,binance_futures,ETHUSDT,futures
2024-01-02T09:00:00Z,2429.27,2431.26,2414.62,2417.03,127497.884,308877234.55218,129542,binance_futures,ETHUSDT,futures
2024-01-02T10:00:00Z,2417.02,2419.91,2396.0,2401.54,132982.765,320148680.90953,134046,binance_futures,ETHUSDT,futures
2024-01-02T11:00:00Z,2401.53,2405.85,2382.01,2394.28,166103.222,397848201.65538,142585,binance_futures,ETHUSDT,futures
2024-01-02T12:00:00Z,2394.28,2407.81,2385.22,2390.07,175739.755,421240551.60015,160646,binance_futures,ETHUSDT,futures
2024-01-02T13:00:00Z,2390.06,2403.84,2385.6,2400.94,120611.768,288992940.75009,109371,binance_futures,ETHUSDT,futures
2024-01-02T14:00:00Z,2400.93,2406.0,2356.39,2369.15,318175.402,756320959.6083,263750,binance_futures,ETHUSDT,futures
2024-01-02T15:00:00Z,2369.29,2372.99,2353.47,2359.6,201628.447,476697894.44696,206331,binance_futures,ETHUSDT,futures
2024-01-02T16:00:00Z,2359.61,2372.09,2352.32,2370.2,158135.32,373351402.66115,156274,binance_futures,ETHUSDT,futures
2024-01-02T17:00:00Z,2370.2,2370.25,2353.0,2359.49,96650.406,228233341.06276,107518,binance_futures,ETHUSDT,futures
2024-01-02T18:00:00Z,2359.5,2372.37,2357.27,2367.96,92474.576,218766992.43687,97695,binance_futures,ETHUSDT,futures
