timestamp,open,high,low,close,volume,source,symbol,data_type,volume_quote
2025-09-29T06:46:00Z,4106.01,4107.42,4105.34,4105.35,4085.68,okx,ETHUSDT,futures,1677765.75686
2025-09-29T06:47:00Z,4105.34,4105.47,4101.86,4102.11,13522.11,okx,ETHUSDT,futures,5549053.57505
2025-09-29T06:48:00Z,4102.11,4102.44,4100.0,4101.53,12917.28,okx,ETHUSDT,futures,5297502.01955
2025-09-29T06:49:00Z,4101.54,4104.77,4101.54,4104.37,8488.82,okx,ETHUSDT,futures,3483043.27624
2025-09-29T06:50:00Z,4104.37,4104.95,4101.0,4104.89,8550.59,okx,ETHUSDT,futures,3508215.57376
2025-09-29T06:51:00Z,4104.88,4104.9,4102.94,4103.66,7270.16,okx,ETHUSDT,futures,2983667.56774
2025-09-29T06:52:00Z,4103.66,4103.66,4099.3,4101.78,6762.41,okx,ETHUSDT,futures,2773281.14912
2025-09-29T06:53:00Z,4101.78,4101.78,4099.0,4100.55,12498.65,okx,ETHUSDT,futures,5125007.81082
2025-09-29T06:54:00Z,4100.56,4102.74,4100.13,4101.51,8070.02,okx,ETHUSDT,futures,3309762.98304
2025-09-29T06:55:00Z,4101.51,4101.51,4096.88,4097.79,5429.74,okx,ETHUSDT,futures,2225484.79941
2025-09-29T06:56:00Z,4097.79,4097.79,4095.85,4095.86,6327.85,okx,ETHUSDT,futures,2592127.25633
2025-09-29T06:57:00Z,4095.86,4097.32,4095.85,4096.52,5422.23,okx,ETHUSDT,futures,2221191.45465
2025-09-29T06:58:00Z,4096.52,4098.05,4096.52,4097.74,7447.68,okx,ETHUSDT,futures,3051554.68051
2025-09-29T06:59:00Z,4097.74,4097.74,4095.35,4095.77,11496.96,okx,ETHUSDT,futures,4709627.19458
2025-09-29T07:00:00Z,4095.77,4098.31,4095.32,4096.64,9054.13,okx,ETHUSDT,futures,3709166.79137
2025-09-29T07:01:00Z,4096.65,4098.53,4096.1,4097.07,5871.53,okx,ETHUSDT,futures,2405775.88946
2025-09-29T07:02:00Z,4097.07,4097.7,4096.0,4096.73,5455.54,okx,ETHUSDT,futures,2235002.38172
2025-09-29T07:03:00Z,4096.73,4096.73,4095.0,4095.71,12820.58,okx,ETHUSDT,futures,5250911.46802
2025-09-29T07:04:00Z,4095.73,4095.96,4095.0,4095.58,5971.7,okx,ETHUSDT,futures,2445659.8809
2025-09-29T07:05:00Z,4095.58,4096.44,4094.74,4094.75,7597.26,okx,ETHUSDT,futures,3111460.03488
2025-09-29T07:06:00Z,4094.74,4095.34,4093.57,4093.58,8205.2,okx,ETHUSDT,futures,3359308.02282
2025-09-29T07:07:00Z,4093.57,4093.58,4091.5,4092.85,11643.06,okx,ETHUSDT,futures,4765016.7472
2025-09-29T07:08:00Z,4092.85,4094.87,4092.84,4094.65,8537.23,okx,ETHUSDT,futures,3494875.44922
2025-09-29T07:09:00Z,4094.65,4095.82,4092.66,4094.3,15065.1,okx,ETHUSDT,futures,6168444.42156
2025-09-29T07:10:00Z,4094.31,4097.19,4093.8,4097.19,7967.8,okx,ETHUSDT,futures,3263551.03742
2025-09-29T07:11:00Z,4097.19,4099.0,4097.18,4098.74,17756.76,okx,ETHUSDT,futures,7276480.8865
2025-09-29T07:12:00Z,4098.74,4099.0,4097.34,4097.34,3948.76,okx,ETHUSDT,futures,1618414.40994
2025-09-29T07:13:00Z,4097.34,4097.8,4096.05,4097.8,4401.99,okx,ETHUSDT,futures,1803345.23929
2025-09-29T07:14:00Z,4097.8,4099.67,4096.76,4096.77,6156.98,okx,ETHUSDT,futures,2523181.09151
2025-09-29T07:15:00Z,4096.77,4097.73,4092.75,4093.93,11285.73,okx,ETHUSDT,futures,4621094.30497
2025-09-29T07:16:00Z,4093.94,4095.09,4090.58,4092.36,17673.25,okx,ETHUSDT,futures,7232723.79027
2025-09-29T07:17:00Z,4092.36,4094.9,4091.2,4091.21,6229.59,okx,ETHUSDT,futures,2549556.89007
2025-09-29T07:18:00Z,4091.2,4091.5,4086.0,4091.02,83956.88,okx,ETHUSDT,futures,34322403.36837
2025-09-29T07:19:00Z,4091.02,4093.43,4090.36,4092.53,12329.81,okx,ETHUSDT,futures,5045019.4969
2025-09-29T07:20:00Z,4092.54,4093.41,4091.0,4093.41,22309.45,okx,ETHUSDT,futures,9129204.18821
2025-09-29T07:21:00Z,4093.41,4094.41,4093.4,4094.41,8297.29,okx,ETHUSDT,futures,3396867.4083
2025-09-29T07:22:00Z,4094.41,4094.99,4093.53,4093.81,9207.84,okx,ETHUSDT,futures,3769859.79938
2025-09-29T07:23:00Z,4093.81,4093.81,4093.0,4093.6,3133.82,okx,ETHUSDT,futures,1282783.67427
2025-09-29T07:24:00Z,4093.6,4093.63,4092.16,4092.53,5383.57,okx,ETHUSDT,futures,2203393.86522
2025-09-29T07:25:00Z,4092.53,4092.53,4090.0,4090.01,11920.05,okx,ETHUSDT,futures,4876347.77317
2025-09-29T07:26:00Z,4090.01,4091.8,4090.0,4091.64,16851.0,okx,ETHUSDT,futures,6893395.186
2025-09-29T07:27:00Z,4091.63,4093.0,4090.86,4091.97,8851.07,okx,ETHUSDT,futures,3621775.34889
2025-09-29T07:28:00Z,4091.95,4092.14,4091.0,4091.11,7481.59,okx,ETHUSDT,futures,3061145.2459
2025-09-29T07:29:00Z,4091.12,4093.81,4091.0,4092.6,7474.84,okx,ETHUSDT,futures,3058952.90915
2025-09-29T07:30:00Z,4092.6,4096.93,4091.88,4096.54,31631.73,okx,ETHUSDT,futures,12954451.74291
2025-09-29T07:31:00Z,4096.53,4098.31,4094.65,4097.12,10803.94,okx,ETHUSDT,futures,4426715.08104
2025-09-29T07:32:00Z,4097.13,4098.6,4096.45,4097.4,8227.19,okx,ETHUSDT,futures,3371100.8573
2025-09-29T07:33:00Z,4097.4,4100.0,4095.4,4099.09,15322.85,okx,ETHUSDT,futures,6280147.49249
2025-09-29T07:34:00Z,4099.1,4101.24,4098.38,4099.6,14994.68,okx,ETHUSDT,futures,6148002.38795
2025-09-29T07:35:00Z,4099.59,4102.44,4099.59,4101.16,33309.42,okx,ETHUSDT,futures,13660158.42404
2025-09-29T07:36:00Z,4101.16,4102.93,4100.89,4102.61,9548.72,okx,ETHUSDT,futures,3916805.25003
2025-09-29T07:37:00Z,4102.6,4104.89,4102.6,4104.89,7988.1,okx,ETHUSDT,futures,3277978.77105
2025-09-29T07:38:00Z,4104.89,4109.01,4104.88,4108.79,41177.25,okx,ETHUSDT,futures,16914311.27376
2025-09-29T07:39:00Z,4108.79,4109.01,4106.0,4106.83,22634.96,okx,ETHUSDT,futures,9297816.6811
2025-09-29T07:40:00Z,4106.83,4107.0,4104.27,4105.0,14018.35,okx,ETHUSDT,futures,5756043.00454
2025-09-29T07:41:00Z,4105.01,4106.89,4104.38,4104.79,5585.69,okx,ETHUSDT,futures,2293201.79155
2025-09-29T07:42:00Z,4104.8,4107.84,4104.8,4107.83,13241.13,okx,ETHUSDT,futures,5438191.57796
2025-09-29T07:43:00Z,4107.83,4108.32,4105.52,4106.26,12586.57,okx,ETHUSDT,futures,5169424.7745
2025-09-29T07:44:00Z,4106.26,4106.75,4104.44,4105.1,4290.84,okx,ETHUSDT,futures,1761644.50544
2025-09-29T07:45:00Z,4105.1,4107.0,4104.86,4105.64,7328.02,okx,ETHUSDT,futures,3008886.22511
2025-09-29T07:46:00Z,4105.64,4106.55,4102.73,4106.55,6680.37,okx,ETHUSDT,futures,2741848.72121
2025-09-29T07:47:00Z,4106.55,4108.0,4106.01,4107.69,11275.33,okx,ETHUSDT,futures,4631066.95375
2025-09-29T07:48:00Z,4107.68,4111.66,4107.68,4110.82,18461.16,okx,ETHUSDT,futures,7587332.66754
2025-09-29T07:49:00Z,4110.82,4110.9,4109.0,4110.53,9600.68,okx,ETHUSDT,futures,3945728.41882
2025-09-29T07:50:00Z,4110.53,4110.53,4109.64,4109.65,9495.33,okx,ETHUSDT,futures,3902524.41133
2025-09-29T07:51:00Z,4109.64,4110.95,4108.66,4109.63,8550.23,okx,ETHUSDT,futures,3514111.11621
2025-09-29T07:52:00Z,4109.63,4111.0,4109.62,4110.63,8932.49,okx,ETHUSDT,futures,3671784.49193
2025-09-29T07:53:00Z,4110.62,4111.29,4107.69,4107.9,11196.78,okx,ETHUSDT,futures,4602190.18864
2025-09-29T07:54:00Z,4107.9,4109.36,4107.9,4108.9,9614.69,okx,ETHUSDT,futures,3950386.86578
2025-09-29T07:55:00Z,4108.9,4110.0,4108.1,4109.72,8073.58,okx,ETHUSDT,futures,3317711.62583
2025-09-29T07:56:00Z,4109.71,4109.71,4107.89,4107.9,8831.71,okx,ETHUSDT,futures,3628442.50307
2025-09-29T07:57:00Z,4107.89,4108.09,4106.8,4107.92,3960.28,okx,ETHUSDT,futures,1626657.62901
2025-09-29T07:58:00Z,4107.91,4108.3,4106.84,4106.85,4569.83,okx,ETHUSDT,futures,1877183.52636
2025-09-29T07:59:00Z,4106.85,4106.95,4105.08,4106.54,10225.41,okx,ETHUSDT,futures,4198609.8104
2025-09-29T08:00:00Z,4106.54,4108.86,4106.4,4108.86,16345.74,okx,ETHUSDT,futures,6713322.78906
2025-09-29T08:01:00Z,4108.85,4110.79,4107.57,4109.81,8030.68,okx,ETHUSDT,futures,3300202.02646
2025-09-29T08:02:00Z,4109.81,4111.0,4108.01,4109.77,21105.5,okx,ETHUSDT,futures,8673841.83246
2025-09-29T08:03:00Z,4109.77,4117.83,4109.76,4113.66,56931.49,okx,ETHUSDT,futures,23428096.00008
2025-09-29T08:04:00Z,4113.67,4114.78,4111.3,4111.3,23961.64,okx,ETHUSDT,futures,9856145.20598
2025-09-29T08:05:00Z,4111.3,4113.2,4110.02,4111.51,8446.89,okx,ETHUSDT,futures,3472992.60848
2025-09-29T08:06:00Z,4111.51,4113.2,4110.35,4111.34,8304.25,okx,ETHUSDT,futures,3414350.90342
2025-09-29T08:07:00Z,4111.35,4111.35,4107.5,4107.51,9736.84,okx,ETHUSDT,futures,4001149.82724
2025-09-29T08:08:00Z,4107.51,4110.55,4107.5,4110.55,10359.45,okx,ETHUSDT,futures,4256784.7241
2025-09-29T08:09:00Z,4110.54,4113.95,4110.54,4112.36,9249.86,okx,ETHUSDT,futures,3803456.83886
2025-09-29T08:10:00Z,4112.37,4114.15,4112.37,4112.6,13893.44,okx,ETHUSDT,futures,5714713.58414
2025-09-29T08:11:00Z,4112.61,4112.61,4108.66,4109.25,9368.3,okx,ETHUSDT,futures,3851477.30709
2025-09-29T08:12:00Z,4109.25,4109.25,4107.5,4107.5,8671.49,okx,ETHUSDT,futures,3562287.06263
2025-09-29T08:13:00Z,4107.51,4109.35,4106.82,4108.01,9043.29,okx,ETHUSDT,futures,3714708.19961
2025-09-29T08:14:00Z,4108.0,4108.01,4106.95,4107.97,6614.36,okx,ETHUSDT,futures,2716834.57612
2025-09-29T08:15:00Z,4108.0,4108.54,4106.82,4108.09,4857.23,okx,ETHUSDT,futures,1995116.07087
2025-09-29T08:16:00Z,4108.09,4108.41,4106.4,4108.4,6362.32,okx,ETHUSDT,futures,2613196.40453
2025-09-29T08:17:00Z,4108.41,4111.46,4108.23,4111.01,5756.16,okx,ETHUSDT,futures,2365927.28553
2025-09-29T08:18:00Z,4111.0,4115.0,4110.16,4110.16,12033.2,okx,ETHUSDT,futures,4949309.40311
2025-09-29T08:19:00Z,4110.16,4113.9,4110.16,4113.5,8479.45,okx,ETHUSDT,futures,3486757.97871
2025-09-29T08:20:00Z,4113.5,4114.0,4112.0,4114.0,7736.0,okx,ETHUSDT,futures,3181991.84199
2025-09-29T08:21:00Z,4113.99,4115.0,4112.51,4112.8,5924.62,okx,ETHUSDT,futures,2437475.76107
2025-09-29T08:22:00Z,4112.81,4113.5,4112.43,4112.74,3229.44,okx,ETHUSDT,futures,1328241.83176
2025-09-29T08:23:00Z,4112.74,4114.43,4112.28,4113.59,12817.86,okx,ETHUSDT,futures,5272566.39912
2025-09-29T08:24:00Z,4113.6,4116.0,4113.59,4115.91,12375.5,okx,ETHUSDT,futures,5092159.42761
2025-09-29T08:25:00Z,4115.92,4121.0,4115.83,4119.24,46342.88,okx,ETHUSDT,futures,19088916.219
2025-09-29T08:26:00Z,4119.24,4119.72,4118.0,4118.01,12889.37,okx,ETHUSDT,futures,5308927.87808
2025-09-29T08:27:00Z,4118.0,4120.1,4116.97,4118.5,23108.62,okx,ETHUSDT,futures,9516232.88384
2025-09-29T08:28:00Z,4118.5,4121.1,4118.49,4118.56,15543.05,okx,ETHUSDT,futures,6403441.46254
2025-09-29T08:29:00Z,4118.56,4120.18,4118.36,4119.03,8827.53,okx,ETHUSDT,futures,3635970.07114
2025-09-29T08:30:00Z,4119.04,4120.18,4118.5,4118.5,10649.21,okx,ETHUSDT,futures,4386470.04967
2025-09-29T08:31:00Z,4118.5,4118.5,4115.0,4115.01,26585.91,okx,ETHUSDT,futures,10944592.32999
2025-09-29T08:32:00Z,4115.0,4117.0,4114.32,4116.61,14274.32,okx,ETHUSDT,futures,5874777.70256
2025-09-29T08:33:00Z,4116.61,4120.18,4116.24,4118.29,35219.83,okx,ETHUSDT,futures,14508036.49815
2025-09-29T08:34:00Z,4118.3,4121.48,4118.29,4121.29,11718.96,okx,ETHUSDT,futures,4827906.30945
2025-09-29T08:35:00Z,4121.29,4126.07,4121.29,4124.51,76855.63,okx,ETHUSDT,futures,31699340.67879
2025-09-29T08:36:00Z,4124.52,4125.0,4121.87,4121.87,23128.89,okx,ETHUSDT,futures,9537543.44055
2025-09-29T08:37:00Z,4121.88,4121.88,4119.25,4119.26,8066.85,okx,ETHUSDT,futures,3323727.22196
2025-09-29T08:38:00Z,4119.26,4122.5,4119.26,4122.29,13480.32,okx,ETHUSDT,futures,5554447.17029
2025-09-29T08:39:00Z,4122.29,4123.08,4121.17,4123.07,8979.38,okx,ETHUSDT,futures,3701491.77929
2025-09-29T08:40:00Z,4123.06,4124.0,4122.75,4122.92,7523.94,okx,ETHUSDT,futures,3102365.10313
2025-09-29T08:41:00Z,4122.92,4124.0,4122.23,4123.26,7537.64,okx,ETHUSDT,futures,3107755.79281
2025-09-29T08:42:00Z,4123.26,4125.0,4122.53,4124.08,14548.06,okx,ETHUSDT,futures,5999719.96119
2025-09-29T08:43:00Z,4124.09,4124.72,4123.64,4123.93,5939.24,okx,ETHUSDT,futures,2449294.89717
2025-09-29T08:44:00Z,4123.93,4124.99,4123.93,4124.98,5056.25,okx,ETHUSDT,futures,2085434.31326
2025-09-29T08:45:00Z,4124.98,4126.54,4124.49,4126.54,21556.32,okx,ETHUSDT,futures,8892072.00937
2025-09-29T08:46:00Z,4126.54,4128.8,4125.39,4127.57,26784.53,okx,ETHUSDT,futures,11054940.14288
2025-09-29T08:47:00Z,4127.56,4134.43,4127.56,4129.7,98451.38,okx,ETHUSDT,futures,40680754.39749
2025-09-29T08:48:00Z,4129.74,4130.77,4125.51,4126.4,30938.12,okx,ETHUSDT,futures,12769226.79305
2025-09-29T08:49:00Z,4126.41,4126.84,4124.6,4126.0,22513.08,okx,ETHUSDT,futures,9288155.56401
2025-09-29T08:50:00Z,4126.0,4127.59,4125.06,4126.43,27001.63,okx,ETHUSDT,futures,11141878.09401
2025-09-29T08:51:00Z,4126.43,4127.34,4125.2,4125.2,11645.57,okx,ETHUSDT,futures,4805611.5062
2025-09-29T08:52:00Z,4125.2,4125.6,4124.06,4125.59,10846.54,okx,ETHUSDT,futures,4473982.69315
2025-09-29T08:53:00Z,4125.6,4130.4,4125.59,4129.38,10987.34,okx,ETHUSDT,futures,4535753.32854
2025-09-29T08:54:00Z,4129.39,4129.39,4124.51,4126.61,32495.15,okx,ETHUSDT,futures,13412484.33273
2025-09-29T08:55:00Z,4126.61,4127.92,4124.54,4126.36,13552.23,okx,ETHUSDT,futures,5591709.64459
2025-09-29T08:56:00Z,4126.36,4126.37,4125.15,4125.5,14266.82,okx,ETHUSDT,futures,5885851.90233
2025-09-29T08:57:00Z,4125.5,4127.0,4125.0,4127.0,5876.53,okx,ETHUSDT,futures,2424510.05266
2025-09-29T08:58:00Z,4126.99,4127.5,4126.81,4127.3,5377.8,okx,ETHUSDT,futures,2219588.83795
2025-09-29T08:59:00Z,4127.3,4127.31,4119.74,4119.79,40854.28,okx,ETHUSDT,futures,16844824.38464
2025-09-29T09:00:00Z,4119.8,4122.23,4119.43,4121.99,15059.77,okx,ETHUSDT,futures,6206052.55185
2025-09-29T09:01:00Z,4121.99,4124.0,4120.22,4123.97,25612.4,okx,ETHUSDT,futures,10557213.67953
2025-09-29T09:02:00Z,4123.98,4124.3,4123.62,4124.29,5700.14,okx,ETHUSDT,futures,2350724.82716
2025-09-29T09:03:00Z,4124.28,4124.69,4123.44,4124.28,4760.44,okx,ETHUSDT,futures,1963268.78128
2025-09-29T09:04:00Z,4124.28,4124.95,4122.59,4124.27,9252.48,okx,ETHUSDT,futures,3815536.14741
2025-09-29T09:05:00Z,4124.27,4125.5,4124.27,4124.85,7325.91,okx,ETHUSDT,futures,3021919.08466
2025-09-29T09:06:00Z,4124.86,4127.0,4124.85,4127.0,10256.31,okx,ETHUSDT,futures,4232334.83233
2025-09-29T09:07:00Z,4126.99,4127.4,4125.0,4125.27,6284.3,okx,ETHUSDT,futures,2593196.10893
2025-09-29T09:08:00Z,4125.27,4125.28,4124.79,4124.79,2521.88,okx,ETHUSDT,futures,1040295.03032
2025-09-29T09:09:00Z,4124.79,4125.59,4124.79,4125.26,2928.5,okx,ETHUSDT,futures,1208088.30692
2025-09-29T09:10:00Z,4125.26,4127.85,4125.0,4127.84,5991.1,okx,ETHUSDT,futures,2472075.1543
2025-09-29T09:11:00Z,4127.84,4129.0,4127.8,4128.37,15652.38,okx,ETHUSDT,futures,6461958.34016
2025-09-29T09:12:00Z,4128.36,4128.37,4126.63,4126.66,5366.21,okx,ETHUSDT,futures,2214758.23085
2025-09-29T09:13:00Z,4126.66,4126.67,4121.8,4122.0,7736.77,okx,ETHUSDT,futures,3190565.01364
2025-09-29T09:14:00Z,4122.0,4122.25,4120.45,4120.45,8180.97,okx,ETHUSDT,futures,3371764.93875
2025-09-29T09:15:00Z,4120.46,4120.9,4117.09,4118.54,38487.39,okx,ETHUSDT,futures,15851926.55904
2025-09-29T09:16:00Z,4118.53,4119.4,4117.09,4118.85,12911.97,okx,ETHUSDT,futures,5317406.81022
2025-09-29T09:17:00Z,4118.86,4120.9,4118.7,4119.23,9350.88,okx,ETHUSDT,futures,3852513.21204
2025-09-29T09:18:00Z,4119.23,4120.38,4117.0,4120.38,16000.29,okx,ETHUSDT,futures,6589243.67967
2025-09-29T09:19:00Z,4120.38,4121.9,4119.34,4121.56,8316.86,okx,ETHUSDT,futures,3427219.43117
2025-09-29T09:20:00Z,4121.56,4125.67,4121.55,4123.51,15863.22,okx,ETHUSDT,futures,6541853.26826
2025-09-29T09:21:00Z,4123.52,4123.78,4121.41,4123.76,5922.01,okx,ETHUSDT,futures,2441438.93731
2025-09-29T09:22:00Z,4123.77,4124.6,4122.83,4124.39,7903.27,okx,ETHUSDT,futures,3259329.27961
2025-09-29T09:23:00Z,4124.39,4124.39,4122.0,4123.97,4984.52,okx,ETHUSDT,futures,2054917.5388
2025-09-29T09:24:00Z,4123.97,4125.0,4123.01,4125.0,7547.1,okx,ETHUSDT,futures,3112515.09786
2025-09-29T09:25:00Z,4125.0,4126.0,4123.49,4125.59,10407.64,okx,ETHUSDT,futures,4293271.38841
2025-09-29T09:26:00Z,4125.6,4131.9,4125.59,4131.27,28010.13,okx,ETHUSDT,futures,11566394.62931
2025-09-29T09:27:00Z,4131.28,4133.0,4131.27,4133.0,22822.06,okx,ETHUSDT,futures,9431107.93656
2025-09-29T09:28:00Z,4133.0,4135.55,4132.99,4134.05,33940.77,okx,ETHUSDT,futures,14032776.31509
2025-09-29T09:29:00Z,4134.05,4134.05,4132.5,4132.51,19998.07,okx,ETHUSDT,futures,8265593.06416
2025-09-29T09:30:00Z,4132.5,4132.51,4129.0,4130.16,15168.02,okx,ETHUSDT,futures,6266187.0905
2025-09-29T09:31:00Z,4130.16,4130.16,4127.43,4128.4,10464.73,okx,ETHUSDT,futures,4320625.98212
2025-09-29T09:32:00Z,4128.41,4129.02,4126.79,4127.32,9706.39,okx,ETHUSDT,futures,4006487.03921
2025-09-29T09:33:00Z,4127.33,4129.98,4126.23,4129.86,21247.38,okx,ETHUSDT,futures,8770637.26951
2025-09-29T09:34:00Z,4129.86,4130.97,4128.64,4130.97,11343.09,okx,ETHUSDT,futures,4683877.3997
2025-09-29T09:35:00Z,4131.0,4131.53,4128.01,4128.01,6158.9,okx,ETHUSDT,futures,2543325.86853
2025-09-29T09:36:00Z,4128.02,4128.59,4127.08,4127.82,4761.23,okx,ETHUSDT,futures,1965341.28776
2025-09-29T09:37:00Z,4127.83,4131.03,4127.08,4129.9,12028.2,okx,ETHUSDT,futures,4967696.58716
2025-09-29T09:38:00Z,4129.91,4133.54,4129.48,4133.54,13813.1,okx,ETHUSDT,futures,5706191.47801
2025-09-29T09:39:00Z,4133.53,4137.94,4133.53,4135.94,34085.67,okx,ETHUSDT,futures,14099804.60883
2025-09-29T09:40:00Z,4135.95,4136.33,4131.53,4131.54,21243.75,okx,ETHUSDT,futures,8782150.34958
2025-09-29T09:41:00Z,4131.53,4131.53,4128.08,4129.35,13097.32,okx,ETHUSDT,futures,5408154.02587
2025-09-29T09:42:00Z,4129.36,4129.36,4124.0,4124.5,34174.77,okx,ETHUSDT,futures,14100060.85482
2025-09-29T09:43:00Z,4124.43,4124.43,4122.65,4123.0,23019.9,okx,ETHUSDT,futures,9491334.6901
2025-09-29T09:44:00Z,4123.0,4124.12,4122.14,4124.11,34254.33,okx,ETHUSDT,futures,14123641.83115
2025-09-29T09:45:00Z,4124.12,4126.0,4124.11,4124.4,8393.97,okx,ETHUSDT,futures,3462490.69957
2025-09-29T09:46:00Z,4124.39,4127.61,4124.39,4127.6,8569.65,okx,ETHUSDT,futures,3535425.85675
2025-09-29T09:47:00Z,4127.6,4127.61,4125.98,4125.99,4954.44,okx,ETHUSDT,futures,2044410.57431
2025-09-29T09:48:00Z,4125.98,4129.36,4125.98,4129.31,9346.08,okx,ETHUSDT,futures,3858569.52541
2025-09-29T09:49:00Z,4129.31,4129.8,4127.6,4128.7,4466.01,okx,ETHUSDT,futures,1843901.65997
2025-09-29T09:50:00Z,4128.71,4128.71,4125.52,4125.66,6543.52,okx,ETHUSDT,futures,2700174.92239
2025-09-29T09:51:00Z,4125.67,4126.01,4124.11,4125.0,8072.17,okx,ETHUSDT,futures,3329929.95649
2025-09-29T09:52:00Z,4124.99,4127.44,4124.86,4127.2,6605.83,okx,ETHUSDT,futures,2725560.58937
2025-09-29T09:53:00Z,4127.2,4128.71,4126.68,4128.71,8082.5,okx,ETHUSDT,futures,3336087.80237
2025-09-29T09:54:00Z,4128.71,4130.44,4128.21,4129.55,10052.97,okx,ETHUSDT,futures,4151205.62007
2025-09-29T09:55:00Z,4129.55,4130.0,4129.21,4129.43,11601.64,okx,ETHUSDT,futures,4791258.1262
