timestamp,open,high,low,close,volume
2025-10-15T08:05:00,4113.13,4113.44,4112.28,4112.28,44.781
2025-10-15T08:05:00,4113.13,4114.75,4101.78,4112.35,10456.318
2025-10-14T23:50:00,4100.85,4112.42,4099.91,4112.41,6456.866
2025-10-14T23:55:00,4112.42,4118.53,4111.77,4116.62,3330.024
2025-10-15T00:00:00,4116.63,4129.68,4115.05,4126.87,10989.168
2025-10-15T00:05:00,4126.87,4138.3,4126.87,4137.85,8130.43
2025-10-15T00:10:00,4137.85,4142.99,4133.97,4138.55,6984.842
2025-10-15T00:15:00,4138.56,4141.32,4130.0,4133.43,6639.043
2025-10-15T00:20:00,4133.43,4140.86,4131.11,4132.02,4697.359
2025-10-15T00:25:00,4132.01,4141.45,4130.44,4135.58,4388.961
2025-10-15T00:30:00,4135.57,4140.74,4134.93,4139.89,6622.539
2025-10-15T00:35:00,4139.89,4141.0,4135.18,4137.4,3057.798
2025-10-15T00:40:00,4137.39,4137.39,4132.66,4132.67,2591.617
2025-10-15T00:45:00,4132.67,4137.74,4130.89,4133.69,3471.755
2025-10-15T00:50:00,4133.69,4133.69,4124.74,4125.36,7453.786
2025-10-15T00:55:00,4125.35,4127.17,4119.96,4123.05,8232.714
2025-10-15T01:00:00,4123.06,4129.84,4120.8,4128.47,7092.008
2025-10-15T01:05:00,4128.46,4130.88,4123.47,4127.37,6528.444
2025-10-15T01:10:00,4127.36,4127.36,4108.64,4111.92,20958.799
2025-10-15T01:15:00,4111.91,4116.87,4102.52,4104.58,12137.0
2025-10-15T01:20:00,4104.58,4108.46,4097.54,4100.85,17108.415
2025-10-15T01:25:00,4100.84,4116.88,4096.0,4102.3,18475.763
2025-10-15T01:30:00,4102.29,4113.0,4091.65,4098.0,18582.439
2025-10-15T01:35:00,4097.99,4107.5,4095.02,4101.7,8827.221
2025-10-15T01:40:00,4101.7,4103.8,4094.61,4100.7,12036.529
2025-10-15T01:45:00,4100.71,4119.49,4100.71,4105.76,12445.178
2025-10-15T01:50:00,4105.75,4113.23,4101.01,4111.56,7790.645
2025-10-15T01:55:00,4111.56,4121.7,4110.78,4117.73,6341.291
2025-10-15T02:00:00,4117.74,4119.56,4085.01,4092.51,40895.45
2025-10-15T02:05:00,4092.51,4094.86,4084.58,4088.43,13588.214
2025-10-15T02:10:00,4088.44,4104.0,4088.28,4097.48,10422.746
2025-10-15T02:15:00,4097.48,4099.52,4091.46,4096.64,8355.256
2025-10-15T02:20:00,4096.64,4099.77,4087.6,4099.03,7260.621
2025-10-15T02:25:00,4099.04,4101.4,4083.34,4084.62,8875.864
2025-10-15T02:30:00,4084.62,4093.31,4080.58,4085.43,18433.396
2025-10-15T02:35:00,4085.47,4091.88,4084.59,4089.51,9356.881
2025-10-15T02:40:00,4089.51,4096.9,4087.18,4095.33,7201.737
2025-10-15T02:45:00,4095.34,4104.11,4090.0,4102.58,7649.351
2025-10-15T02:50:00,4102.57,4117.34,4102.27,4111.83,21013.92
2025-10-15T02:55:00,4111.83,4117.69,4111.0,4111.8,6928.168
2025-10-15T03:00:00,4111.8,4115.79,4105.04,4110.25,14870.964
2025-10-15T03:05:00,4110.26,4118.56,4107.0,4108.92,6535.75
2025-10-15T03:10:00,4108.92,4123.45,4105.68,4122.76,11026.885
2025-10-15T03:15:00,4122.76,4132.47,4117.89,4129.97,18285.301
2025-10-15T03:20:00,4129.99,4138.71,4126.36,4136.68,18809.053
2025-10-15T03:25:00,4136.67,4142.33,4133.25,4140.03,18792.082
2025-10-15T03:30:00,4140.03,4144.49,4126.27,4127.99,14142.127
2025-10-15T03:35:00,4127.98,4129.03,4121.76,4125.49,6767.874
2025-10-15T03:40:00,4125.49,4128.47,4120.31,4121.01,3987.904
2025-10-15T03:45:00,4121.0,4128.52,4120.0,4126.72,5362.138
