timestamp,open,high,low,close,volume
2025-10-15T03:50:00,4126.73,4128.99,4121.72,4122.61,7801.6
2025-10-15T03:55:00,4122.6,4122.6,4113.42,4116.55,13747.033
2025-10-15T04:00:00,4116.54,4121.73,4104.0,4105.57,14226.461
2025-10-15T04:05:00,4105.57,4108.08,4099.8,4100.45,17331.856
2025-10-15T04:10:00,4100.45,4102.99,4093.53,4101.65,15459.392
2025-10-15T04:15:00,4101.64,4104.04,4090.31,4091.64,10940.925
2025-10-15T04:20:00,4091.64,4095.0,4081.33,4092.68,21781.421
2025-10-15T04:25:00,4092.68,4097.11,4092.0,4095.53,7395.647
2025-10-15T04:30:00,4095.52,4095.53,4088.03,4092.4,9173.712
2025-10-15T04:35:00,4092.41,4095.9,4086.02,4090.34,8597.491
2025-10-15T04:40:00,4090.34,4091.31,4068.0,4074.78,22720.126
2025-10-15T04:45:00,4074.77,4083.13,4059.0,4080.12,24153.513
2025-10-15T04:50:00,4080.11,4082.06,4077.15,4080.76,9290.798
2025-10-15T04:55:00,4080.76,4083.85,4078.5,4079.71,6516.927
2025-10-15T05:00:00,4079.7,4083.0,4070.0,4078.08,9980.939
2025-10-15T05:05:00,4078.08,4081.5,4073.66,4078.37,6287.433
2025-10-15T05:10:00,4078.38,4088.33,4078.38,4085.18,9267.89
2025-10-15T05:15:00,4085.18,4097.96,4084.71,4095.31,11246.001
2025-10-15T05:20:00,4095.3,4108.55,4095.26,4101.12,16702.252
2025-10-15T05:25:00,4101.12,4103.88,4097.24,4100.33,6825.81
2025-10-15T05:30:00,4100.32,4103.72,4090.63,4094.84,13905.175
2025-10-15T05:35:00,4094.83,4099.54,4093.01,4095.05,5436.262
2025-10-15T05:40:00,4095.06,4101.73,4093.28,4100.66,3305.009
2025-10-15T05:45:00,4100.67,4113.68,4097.38,4112.0,17226.737
2025-10-15T05:50:00,4112.0,4122.9,4112.0,4116.62,18901.214
2025-10-15T05:55:00,4116.61,4117.5,4112.01,4114.6,6340.316
2025-10-15T06:00:00,4114.59,4121.44,4111.66,4116.15,12634.761
2025-10-15T06:05:00,4116.15,4116.43,4109.57,4115.46,11427.59
2025-10-15T06:10:00,4115.47,4117.66,4111.36,4116.65,4721.601
2025-10-15T06:15:00,4116.64,4122.9,4114.28,4122.19,8270.399
2025-10-15T06:20:00,4122.19,4123.39,4103.05,4105.68,10525.502
2025-10-15T06:25:00,4105.68,4109.57,4100.0,4104.2,10293.411
2025-10-15T06:30:00,4104.21,4106.1,4091.28,4106.1,16400.194
2025-10-15T06:35:00,4106.09,4110.6,4102.95,4108.01,7262.647
2025-10-15T06:40:00,4108.01,4114.79,4106.62,4108.97,9235.399
2025-10-15T06:45:00,4108.96,4111.54,4100.2,4100.79,6046.702
2025-10-15T06:50:00,4100.8,4105.74,4096.82,4102.8,5261.727
2025-10-15T06:55:00,4102.8,4109.91,4102.8,4108.34,3301.104
2025-10-15T07:00:00,4108.35,4117.42,4103.68,4112.83,9880.738
2025-10-15T07:05:00,4112.83,4114.31,4094.27,4094.27,14420.21
2025-10-15T07:10:00,4094.28,4102.04,4086.39,4098.69,17420.434
2025-10-15T07:15:00,4098.7,4101.0,4086.51,4090.4,13762.484
2025-10-15T07:20:00,4090.39,4091.25,4075.47,4078.05,20935.017
2025-10-15T07:25:00,4078.06,4084.42,4071.5,4079.72,19731.651
2025-10-15T07:30:00,4079.73,4092.8,4075.0,4087.95,17507.743
2025-10-15T07:35:00,4087.94,4103.65,4085.2,4102.98,11965.695
2025-10-15T07:40:00,4102.98,4122.0,4102.97,4108.13,40057.512
2025-10-15T07:45:00,4108.13,4114.54,4106.74,4109.29,10418.176
2025-10-15T07:50:00,4109.29,4113.06,4104.42,4105.04,7377.607
2025-10-15T07:55:00,4105.03,4118.24,4103.78,4116.64,6944.174
2025-10-15T08:00:00,4116.64,4118.24,4106.32,4113.33,10887.521
2025-10-15T08:05:00,4113.13,4114.75,4101.78,4112.35,10456.318
