timestamp,open,high,low,close,volume,source,symbol,data_type,turnover
2024-01-01T00:00:00Z,42324.8,42610.9,42300.2,42517.4,3038.207,bybit,BTCUSDT,futures,129022621.2567
2024-01-01T01:00:00Z,42517.4,42842.9,42475.1,42661.3,3308.231,bybit,BTCUSDT,futures,141296220.3691
2024-01-01T02:00:00Z,42661.3,42691.9,42550.8,42631.8,1651.447,bybit,BTCUSDT,futures,70384296.4473
2024-01-01T03:00:00Z,42631.8,42641.4,42271.5,42384.1,3499.277,bybit,BTCUSDT,futures,148488084.347
2024-01-01T04:00:00Z,42384.1,42448.0,42250.5,42446.3,1800.157,bybit,BTCUSDT,futures,76253111.4863
2024-01-01T05:00:00Z,42446.3,42450.0,42211.2,42280.9,1749.233,bybit,BTCUSDT,futures,74039208.443
2024-01-01T06:00:00Z,42280.9,42467.8,42248.5,42431.7,1117.49,bybit,BTCUSDT,futures,47356241.4482
2024-01-01T07:00:00Z,42431.7,42533.0,42431.6,42531.7,1373.99,bybit,BTCUSDT,futures,58396205.205
2024-01-01T08:00:00Z,42531.7,42599.6,42492.7,42596.1,1274.532,bybit,BTCUSDT,futures,54228928.2511
2024-01-01T09:00:00Z,42596.1,42739.8,42574.1,42696.9,2249.746,bybit,BTCUSDT,futures,95997895.499
2024-01-01T10:00:00Z,42696.9,42796.1,42656.9,42731.4,2127.375,bybit,BTCUSDT,futures,90888986.4814
2024-01-01T11:00:00Z,42731.4,42809.6,42645.6,42735.1,1903.864,bybit,BTCUSDT,futures,81346593.1397
2024-01-01T12:00:00Z,42735.1,42820.0,42657.1,42690.6,2067.997,bybit,BTCUSDT,futures,88409418.4198
2024-01-01T13:00:00Z,42690.6,42787.5,42651.1,42760.3,1117.358,bybit,BTCUSDT,futures,47739190.7195
2024-01-01T14:00:00Z,42760.3,42760.3,42605.4,42651.0,1814.759,bybit,BTCUSDT,futures,77427380.815
2024-01-01T15:00:00Z,42651.0,42890.0,42617.6,42825.1,2622.198,bybit,BTCUSDT,futures,112181028.926
2024-01-01T16:00:00Z,42825.1,42909.1,42707.1,42774.3,1950.463,bybit,BTCUSDT,futures,83510478.5986
2024-01-01T17:00:00Z,42774.3,42868.0,42750.0,42852.4,1114.03,bybit,BTCUSDT,futures,47686461.3384
2024-01-01T18:00:00Z,42852.4,43279.0,42852.3,43153.8,7712.586,bybit,BTCUSDT,futures,332495893.6479
2024-01-01T19:00:00Z,43153.8,43604.0,43140.7,43570.1,6668.097,bybit,BTCUSDT,futures,289415040.1985
2024-01-01T20:00:00Z,43570.1,43909.5,43566.6,43753.4,9272.61,bybit,BTCUSDT,futures,405617567.9288
2024-01-01T21:00:00Z,43753.4,43855.1,43528.5,43677.7,3978.033,bybit,BTCUSDT,futures,173775943.2765
2024-01-01T22:00:00Z,43677.7,43726.4,43421.8,43579.6,3014.063,bybit,BTCUSDT,futures,131252975.8913
2024-01-01T23:00:00Z,43579.6,44284.9,43579.5,44235.5,12697.696,bybit,BTCUSDT,futures,558822825.0947
2024-01-02T00:00:00Z,44235.5,45376.1,44208.7,45187.9,24268.271,bybit,BTCUSDT,futures,1085964133.8931
2024-01-02T01:00:00Z,45187.9,45493.6,44744.5,44929.4,11581.241,bybit,BTCUSDT,futures,522276568.2614
2024-01-02T02:00:00Z,44929.4,45440.0,44929.4,45430.1,6549.609,bybit,BTCUSDT,futures,295999015.8956
2024-01-02T03:00:00Z,45430.1,45578.9,45131.1,45434.1,9517.238,bybit,BTCUSDT,futures,431743504.2989
2024-01-02T04:00:00Z,45434.1,45485.2,45201.6,45219.9,4935.6,bybit,BTCUSDT,futures,223743944.2153
2024-01-02T05:00:00Z,45219.9,45368.5,45160.0,45220.0,2833.337,bybit,BTCUSDT,futures,128260983.2316
2024-01-02T06:00:00Z,45220.0,45350.0,45170.0,45203.1,2035.927,bybit,BTCUSDT,futures,92160701.6875
2024-01-02T07:00:00Z,45203.1,45792.8,45203.1,45500.0,9055.449,bybit,BTCUSDT,futures,412152428.413
2024-01-02T08:00:00Z,45500.0,45927.0,45372.7,45817.9,11023.565,bybit,BTCUSDT,futures,504240452.5105
2024-01-02T09:00:00Z,45817.9,45946.5,45683.8,45731.6,5245.819,bybit,BTCUSDT,futures,240268395.9936
2024-01-02T10:00:00Z,45731.6,45774.2,45500.0,45658.7,5303.585,bybit,BTCUSDT,futures,241982684.0823
2024-01-02T11:00:00Z,45658.7,45772.0,45242.3,45495.9,6793.223,bybit,BTCUSDT,futures,308843179.2473
2024-01-02T12:00:00Z,45495.9,45669.9,45326.7,45365.3,5606.18,bybit,BTCUSDT,futures,255030120.1261
2024-01-02T13:00:00Z,45365.3,45770.0,45333.2,45699.6,5280.287,bybit,BTCUSDT,futures,240740876.1131
2024-01-02T14:00:00Z,45699.6,45864.3,45039.1,45301.3,13280.197,bybit,BTCUSDT,futures,603431144.961
2024-01-02T15:00:00Z,45301.3,45369.9,44868.2,45230.3,11672.408,bybit,BTCUSDT,futures,526886670.5141
2024-01-02T16:00:00Z,45230.3,45455.0,44935.8,45408.8,7851.995,bybit,BTCUSDT,futures,354949812.1793
2024-01-02T17:00:00Z,45408.8,45428.5,44981.0,45014.4,4812.876,bybit,BTCUSDT,futures,217379007.8819
2024-01-02T18:00:00Z,45014.4,45320.5,44990.6,45202.6,4516.388,bybit,BTCUSDT,futures,203923577.4357
2024-01-02T19:00:00Z,45202.6,45297.2,44795.7,45088.6,6189.442,bybit,BTCUSDT,futures,278457023.41
2024-01-02T20:00:00Z,45088.6,45227.4,44763.1,44823.8,5715.518,bybit,BTCUSDT,futures,257095056.5854
2024-01-02T21:00:00Z,44823.8,45177.7,44633.0,45177.6,8366.57,bybit,BTCUSDT,futures,375659657.1888
2024-01-02T22:00:00Z,45177.6,45369.9,44879.0,45024.9,5272.773,bybit,BTCUSDT,futures,238111863.7012
2024-01-02T23:00:00Z,45024.9,45099.3,44831.8,44989.0,2822.585,bybit,BTCUSDT,futures,126921421.9685
2024-01-03T00:00:00Z,44989.0,45255.0,44909.8,45183.1,3602.603,bybit,BTCUSDT,futures,162431514.5766
2024-01-03T01:00:00Z,45183.1,45390.7,45137.2,45367.7,2759.04,bybit,BTCUSDT,futures,124880492.1003
2024-01-03T02:00:00Z,45367.7,45476.0,45258.7,45323.0,2404.027,bybit,BTCUSDT,futures,109053003.7808
2024-01-03T03:00:00Z,45323.0,45359.7,45201.3,45309.2,1436.861,bybit,BTCUSDT,futures,65057417.0344
2024-01-03T04:00:00Z,45309.2,45320.1,45154.3,45226.4,1280.242,bybit,BTCUSDT,futures,57899091.6214
2024-01-03T05:00:00Z,45226.4,45336.4,45158.7,45206.1,1593.278,bybit,BTCUSDT,futures,72126577.8891
2024-01-03T06:00:00Z,45206.1,45414.0,45195.0,45366.0,2357.874,bybit,BTCUSDT,futures,106827347.9319
2024-01-03T07:00:00Z,45366.0,45426.3,44971.0,45044.0,4504.15,bybit,BTCUSDT,futures,203416544.5511
2024-01-03T08:00:00Z,45044.0,45236.1,45036.6,45231.7,3291.135,bybit,BTCUSDT,futures,148547654.4347
2024-01-03T09:00:00Z,45231.7,45567.8,45212.5,45383.0,5578.414,bybit,BTCUSDT,futures,253211857.0258
2024-01-03T10:00:00Z,45383.0,45431.0,45079.0,45186.0,4024.037,bybit,BTCUSDT,futures,181988602.7313
2024-01-03T11:00:00Z,45186.0,45211.0,43434.7,43736.2,42463.983,bybit,BTCUSDT,futures,1879707681.2678
2024-01-03T12:00:00Z,43736.2,43749.9,40210.0,42797.1,117274.089,bybit,BTCUSDT,futures,4924818214.3729
2024-01-03T13:00:00Z,42797.1,42828.0,42316.1,42559.5,14333.067,bybit,BTCUSDT,futures,609781602.7037
2024-01-03T14:00:00Z,42559.5,42565.5,42051.4,42205.9,10923.607,bybit,BTCUSDT,futures,461600420.0061
2024-01-03T15:00:00Z,42205.9,43077.9,42196.1,43011.3,14851.06,bybit,BTCUSDT,futures,633824678.2665
2024-01-03T16:00:00Z,43011.3,43615.5,42768.3,43031.9,22601.014,bybit,BTCUSDT,futures,976828285.987
2024-01-03T17:00:00Z,43031.9,43080.0,42512.0,42929.2,9098.126,bybit,BTCUSDT,futures,389408443.1758
2024-01-03T18:00:00Z,42929.2,43098.9,41728.4,42280.3,16108.558,bybit,BTCUSDT,futures,683219735.8442
2024-01-03T19:00:00Z,42280.3,43062.0,42179.6,42616.6,12972.291,bybit,BTCUSDT,futures,552891194.301
2024-01-03T20:00:00Z,42616.6,42878.4,42535.2,42748.0,4854.342,bybit,BTCUSDT,futures,207400276.4796
2024-01-03T21:00:00Z,42748.0,42995.0,42604.0,42954.5,4423.524,bybit,BTCUSDT,futures,189472664.0169
2024-01-03T22:00:00Z,42954.5,42975.4,42621.7,42783.8,3304.367,bybit,BTCUSDT,futures,141505531.6055
2024-01-03T23:00:00Z,42783.8,42876.9,42606.9,42871.9,2177.864,bybit,BTCUSDT,futures,93095275.6405
2024-01-04T00:00:00Z,42871.9,43019.0,42779.4,42901.9,3137.349,bybit,BTCUSDT,futures,134583383.5289
2024-01-04T01:00:00Z,42901.9,42959.4,42637.0,42731.0,3308.845,bybit,BTCUSDT,futures,141443700.6196
2024-01-04T02:00:00Z,42731.0,43270.0,42710.1,43173.7,4445.951,bybit,BTCUSDT,futures,191303392.7316
2024-01-04T03:00:00Z,43173.7,43247.7,43031.5,43141.4,2873.57,bybit,BTCUSDT,futures,123989315.9278
2024-01-04T04:00:00Z,43141.4,43247.6,43000.0,43188.5,2311.476,bybit,BTCUSDT,futures,99665363.5278
2024-01-04T05:00:00Z,43188.5,43317.1,43100.2,43214.4,2348.459,bybit,BTCUSDT,futures,101459386.129
2024-01-04T06:00:00Z,43214.4,43257.1,43111.0,43185.6,2119.909,bybit,BTCUSDT,futures,91552231.468
2024-01-04T07:00:00Z,43185.6,43299.1,42773.0,42795.3,9475.043,bybit,BTCUSDT,futures,407691615.9003
2024-01-04T08:00:00Z,42795.3,42999.8,42750.0,42878.9,4101.862,bybit,BTCUSDT,futures,175883080.8807
2024-01-04T09:00:00Z,42878.9,43121.0,42878.8,43038.9,2733.749,bybit,BTCUSDT,futures,117569660.5573
2024-01-04T10:00:00Z,43038.9,43130.6,42677.4,43104.0,5803.599,bybit,BTCUSDT,futures,249175653.0781
2024-01-04T11:00:00Z,43104.0,43268.9,42955.9,43205.0,3750.629,bybit,BTCUSDT,futures,161837582.7244
2024-01-04T12:00:00Z,43205.0,43490.0,43121.4,43399.9,7727.44,bybit,BTCUSDT,futures,334733764.8608
2024-01-04T13:00:00Z,43399.9,43532.8,43183.3,43375.7,5487.558,bybit,BTCUSDT,futures,238041331.2821
