timestamp,open,high,low,close,volume
2025-10-15T08:00:00,112400.0,112466.0,112339.7,112384.3,268.111
2025-10-15T08:05:00,112384.3,112399.0,112170.3,112307.2,200.528
2025-10-15T00:00:00,113150.2,113181.7,113060.6,113175.0,222.145
2025-10-15T00:05:00,113175.1,113433.4,113175.0,113419.9,404.264
2025-10-15T00:10:00,113419.9,113443.4,113315.1,113379.1,285.083
2025-10-15T00:15:00,113379.1,113388.0,113276.1,113320.9,166.984
2025-10-15T00:20:00,113321.0,113400.0,113285.1,113306.2,108.321
2025-10-15T00:25:00,113306.1,113465.0,113302.6,113380.4,168.475
2025-10-15T00:30:00,113380.4,113429.4,113323.8,113412.7,191.382
2025-10-15T00:35:00,113412.7,113417.6,113322.1,113351.7,126.243
2025-10-15T00:40:00,113351.8,113351.8,113196.0,113218.1,196.605
2025-10-15T00:45:00,113218.1,113257.1,113155.4,113200.1,301.592
2025-10-15T00:50:00,113200.0,113200.1,113086.3,113086.3,174.595
2025-10-15T00:55:00,113086.3,113086.4,112960.5,112983.8,320.817
2025-10-15T01:00:00,112983.9,112999.7,112887.1,112889.6,342.999
2025-10-15T01:05:00,112889.6,112996.8,112889.6,112978.9,407.455
2025-10-15T01:10:00,112978.8,112978.8,112718.5,112740.0,443.876
2025-10-15T01:15:00,112740.1,112796.9,112680.7,112701.5,327.596
2025-10-15T01:20:00,112701.5,112755.4,112677.1,112708.5,311.858
2025-10-15T01:25:00,112708.5,112971.4,112587.2,112780.0,904.857
2025-10-15T01:30:00,112779.9,112956.3,112543.1,112646.2,867.763
2025-10-15T01:35:00,112646.2,112884.5,112619.6,112797.2,332.861
2025-10-15T01:40:00,112797.1,112888.0,112758.2,112886.6,201.979
2025-10-15T01:45:00,112886.6,113069.7,112804.2,112810.7,384.931
2025-10-15T01:50:00,112810.9,112935.3,112751.6,112902.9,225.674
2025-10-15T01:55:00,112902.9,112966.5,112845.4,112939.4,243.095
2025-10-15T02:00:00,112939.5,112964.4,112576.2,112583.3,558.25
2025-10-15T02:05:00,112583.3,112602.2,112341.7,112451.1,686.089
